;Abies;Acer campestre-type;Alnus;Apiaceae;Armeria-type;Artemisia;Asteraceae;Betula;Botryococcus;Brassicaceae;Buxus;Callidina angusticollis;Campanulaceae;Carpinus;Caryophyllaceae (periporate excl. Paronychioideae);Castanea sativa;Centaurea;Cerealia-type;Chenopodiaceae/Amaranthaceae;Callina vulgaris;Corylus;Crepis-type;Cyperaceae;Entophlyctis lobata;Euhedra distachya-type;Ephedra fragilis-type;Ericaceae;Euphorbiaceae;Fagus;Filipendula;Fraxinus;Hedera;Helianthemum;Hippophae rhamnoides;Ilex;Juglans;Juniperus;Mercuriales-type;Onagraceae;Oxalis stricta;Picea;Pinus;Plantaginaceae;Poaceae;Polygonum;Populus;Quercus;Ranunculus acris-type;Rosaceae;Rubiaceae;Rumex;Salix;Saxifragaceae;Scrophularia-type;Senecio-type;Taxus;Thalictrum;Tilia;Trifolium-type;Ulmus;Varia
X15215.4784385646;0,004;0;0,004;0;0;0,021;0;0,049;0,047;0,004;0;0;0;0,004;0,004;0;0;0;0;0;0,004;0;0,208;0,004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,436;0,391;0;0,037;0;0;0,004;0,032;0,004;0;0;0,008;0;0;0;0;0,012;0;0;0;0,013
X15417.6368283445;0;0;0,009;0;0;0,037;0;0,111;0,018;0,009;0;0;0;0;0,005;0;0;0;0,005;0;0,005;0;0,222;0;0;0;0;0;0;0;0;0;0;0;0;0;0,005;0;0;0;0,359;0,346;0,005;0,028;0;0;0;0,107;0;0,005;0;0,009;0;0;0;0;0,037;0;0;0;0,013
X15619.7952181246;0,006;0;0,016;0;0;0,016;0;0,081;0,008;0,008;0;0;0;0,004;0,004;0;0;0;0,004;0;0,008;0,004;0,183;0,004;0;0;0;0;0;0;0,004;0;0,004;0;0;0;0;0;0;0;0,367;0,367;0,004;0,053;0;0;0,004;0,035;0,004;0,004;0;0,012;0;0;0,004;0;0,012;0;0;0;0,01
X15821.9536079046;0;0;0,004;0;0,004;0,02;0;0,065;0,016;0,004;0;0;0;0,004;0;0;0;0;0;0;0,008;0,004;0,171;0;0;0;0,004;0;0;0;0;0;0;0;0;0;0,004;0;0;0;0,454;0,333;0;0,036;0;0;0;0,05;0,004;0,004;0;0,004;0;0;0,008;0;0,028;0;0;0;0,01
X16024.1119976845;0,018;0;0,013;0,004;0;0,009;0;0,106;0,022;0,009;0;0;0;0,004;0,009;0;0;0;0,004;0;0;0,009;0,232;0;0;0;0;0;0;0;0;0;0;0;0;0;0,004;0;0;0;0,35;0,361;0;0,018;0;0;0;0,062;0,009;0;0;0,009;0;0;0,004;0;0,044;0;0;0;0,003
X16226.2703874646;0;0;0,004;0,004;0;0,004;0;0,085;0,041;0,026;0;0;0;0;0,009;0;0;0;0;0;0,013;0;0,204;0;0;0;0;0;0;0,004;0;0;0,004;0;0;0;0;0;0;0;0,335;0,391;0,004;0,073;0;0;0;0,064;0;0;0,004;0,009;0;0;0,004;0;0,021;0;0;0;0,013
X16428.4287772445;0,004;0;0,008;0;0;0,028;0;0,089;0,012;0;0;0;0;0,012;0;0;0;0;0;0;0,016;0;0,221;0;0;0;0;0;0;0,012;0;0;0,004;0;0;0;0;0;0;0;0,355;0,337;0;0,057;0;0;0,004;0,065;0,012;0,004;0;0,012;0;0;0,004;0;0,032;0;0;0;0,006
X16630.5871670246;0,004;0;0,004;0,004;0;0,022;0;0,043;0,009;0,009;0;0;0;0;0;0;0;0;0;0;0;0,004;0,183;0;0;0;0;0;0;0,004;0;0;0;0;0;0;0;0;0;0;0,405;0,31;0,009;0,134;0;0;0;0,068;0;0;0;0,009;0;0;0;0;0,017;0;0;0;0
X16832.7455568046.1;0;0;0,004;0,008;0;0,008;0;0,102;0,008;0;0;0;0;0,004;0;0;0;0;0;0;0,004;0;0,161;0;0;0;0;0;0;0,004;0,004;0;0,008;0;0;0;0,004;0;0;0;0,376;0,38;0,004;0,043;0;0;0;0,052;0;0;0;0;0;0;0,004;0;0,027;0;0;0;0,003
X17034.9039465845;0;0;0,004;0,004;0;0,022;0;0,101;0,017;0,004;0;0;0;0;0,004;0;0;0;0;0;0,004;0;0,233;0;0;0;0;0;0;0;0;0;0,004;0;0;0;0,009;0;0;0;0,358;0,382;0;0,057;0;0;0;0,058;0;0,004;0;0,009;0;0;0,004;0;0,022;0;0;0;0,003
X17237.0623363645;0;0;0,003;0;0;0,01;0;0,052;0,03;0;0;0;0;0;0,003;0;0;0;0;0;0,007;0;0,113;0;0;0;0,017;0;0;0,003;0;0;0,007;0;0;0;0,003;0;0;0;0,377;0,446;0;0,031;0;0;0;0,046;0,007;0;0;0,003;0;0;0;0;0,024;0;0;0;0,006
X17439.2207261446;0,006;0;0,008;0;0;0,032;0;0,095;0,016;0;0;0;0;0,008;0,004;0;0;0;0;0;0,004;0,004;0,205;0;0;0;0;0;0;0;0;0;0;0;0;0;0,004;0;0;0;0,355;0,413;0,004;0,036;0;0;0;0,063;0,004;0;0;0,004;0;0;0;0;0,016;0;0;0;0,003
X17641.3791159245;0;0;0,013;0,004;0;0,017;0;0,088;0,032;0,004;0;0;0;0,013;0;0;0;0;0;0;0,038;0,004;0,255;0,008;0;0;0;0;0;0;0;0;0;0;0;0;0,008;0;0;0;0,388;0,333;0,008;0,054;0;0;0;0,028;0;0;0;0,013;0;0;0,004;0;0,013;0;0;0;0,009
X17843.5375057045;0;0;0,011;0,008;0;0,015;0;0,068;0,03;0,011;0;0;0;0,008;0;0;0;0;0,004;0;0,008;0;0,17;0;0;0;0;0;0;0;0;0;0;0;0;0;0,004;0;0,004;0;0,392;0,403;0;0,03;0;0;0;0,054;0;0;0;0;0;0;0;0;0,03;0;0;0,004;0,009
X18045.6958954846;0,006;0,004;0;0;0;0,016;0;0,083;0,027;0,004;0;0;0;0;0;0;0;0;0;0;0,008;0;0,159;0,008;0;0;0,004;0;0;0;0;0;0;0;0;0;0,004;0;0;0;0,413;0,415;0;0,012;0;0;0;0,038;0;0,004;0;0;0;0;0;0;0,024;0;0;0;0,003
X18247.8542852646;0;0;0,014;0;0;0,011;0;0,116;0,027;0;0;0;0;0;0;0;0;0;0;0;0,007;0;0,056;0;0;0;0;0;0;0;0;0;0;0;0;0;0,004;0;0;0;0,405;0,392;0;0,025;0,004;0;0;0,056;0;0;0;0,011;0;0;0;0;0,014;0;0;0;0,003
X18450.0126750445;0,017;0;0;0;0;0,004;0;0,18;0,033;0;0;0;0;0,004;0;0;0;0;0,004;0;0,004;0;0,037;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,423;0,314;0;0,008;0;0;0,008;0,121;0;0;0;0;0;0;0,004;0;0,015;0;0;0,004;0,01
X18652.1710648245;0;0;0,011;0,004;0;0,007;0;0,083;0,004;0;0;0;0;0;0,004;0;0;0;0,004;0;0,007;0,004;0,083;0;0;0;0;0;0;0,004;0;0;0;0;0;0;0;0;0;0;0,421;0,395;0;0,043;0;0;0;0,021;0;0;0,004;0,011;0;0;0;0;0;0;0;0;0
X18854.3294546046;0;0;0;0;0;0,004;0;0,068;0,011;0;0;0;0;0,004;0;0;0;0;0;0;0,004;0,004;0,086;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,409;0,448;0;0,038;0;0;0,004;0,047;0;0,004;0,004;0;0;0;0;0;0,011;0;0;0;0,01
X19056.4878443846;0;0;0;0,004;0;0,012;0;0,075;0,027;0,016;0;0;0;0;0,008;0;0;0;0,004;0;0,008;0;0,133;0;0;0;0;0;0;0;0;0;0;0;0;0;0,004;0;0;0;0,413;0,371;0;0,043;0,004;0;0,004;0,041;0;0,004;0,004;0,008;0;0;0;0;0,02;0;0;0;0,007
X19258.6462341645;0,004;0;0,011;0,008;0;0,008;0;0,053;0,008;0;0;0;0;0;0,004;0;0;0;0,004;0;0,004;0;0,102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,579;0,281;0;0,011;0;0;0,004;0,029;0,004;0;0;0;0;0;0;0;0,023;0;0;0,004;0,007
X19460.8046239446;0;0;0,007;0,004;0;0,018;0;0,077;0,015;0;0;0;0;0,004;0,004;0;0;0;0;0;0,004;0;0,129;0,011;0;0;0,007;0;0;0;0;0;0;0;0;0;0,004;0;0;0;0,465;0,321;0;0,041;0;0;0;0,018;0,004;0;0;0;0;0;0;0;0,041;0;0;0;0
X19662.9630137246;0,003;0;0,003;0;0,003;0;0;0,069;0,038;0;0;0,003;0;0,003;0;0;0;0;0;0;0;0;0,056;0;0;0;0;0;0;0;0;0;0;0;0;0;0,003;0;0;0;0,479;0,395;0;0,016;0;0;0;0,01;0;0;0;0;0;0;0,003;0;0,007;0;0;0,003;0,003
X19865.1214035045;0;0;0,008;0;0;0,012;0;0,061;0,026;0,008;0;0;0;0;0,004;0;0;0;0;0;0,004;0,004;0,112;0;0;0;0,008;0;0;0;0;0;0;0;0;0;0,004;0;0;0;0,443;0,361;0;0,035;0;0;0,004;0,044;0;0,004;0;0,008;0;0;0,004;0;0,031;0;0;0;0,007
X20067.2797932845;0,006;0;0;0,004;0;0,008;0;0,027;0,019;0,004;0;0;0;0,004;0,004;0;0;0;0;0;0,004;0,004;0,102;0;0;0;0;0;0;0;0;0;0;0;0;0;0,004;0;0;0;0,548;0,337;0;0,027;0;0;0;0,022;0;0;0;0,008;0;0,004;0,004;0;0;0;0;0,004;0,003
X20269.4381830646;0;0;0,004;0;0;0,013;0;0,057;0;0,009;0;0;0;0,009;0,004;0;0;0;0;0;0;0,004;0,211;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,438;0,365;0;0,066;0,004;0;0;0,062;0;0,004;0;0,009;0;0;0,004;0;0,004;0;0;0,004;0
X20471.5965728446;0;0;0,013;0;0;0,025;0;0,113;0,03;0,019;0;0;0;0,006;0,006;0;0;0;0;0;0,019;0,013;0,167;0;0;0;0,006;0;0;0;0,006;0;0;0;0;0;0,006;0;0;0;0,248;0,42;0;0,031;0;0;0,013;0,07;0,019;0;0;0,013;0;0;0,006;0;0,013;0;0;0;0,005
X20673.7549626245;0,006;0;0,004;0;0;0,029;0;0,042;0,059;0,004;0;0;0;0,004;0;0;0;0;0;0;0,013;0;0,192;0;0;0;0;0;0;0;0;0;0;0;0;0;0,021;0;0;0;0,336;0,403;0;0,084;0,004;0;0,004;0,04;0;0,004;0;0;0;0;0;0;0,038;0;0;0;0
X20774.8341575145;0;0;0;0,004;0;0,019;0;0,034;0,032;0,019;0;0;0;0;0;0;0;0;0,004;0;0,004;0,004;0,124;0;0;0;0;0;0;0,004;0;0;0;0;0;0;0,004;0;0;0;0,406;0,434;0,004;0,03;0;0;0;0,025;0;0,004;0;0,011;0;0;0;0;0,011;0;0;0;0,003
X20875.9133524046;0,013;0;0,009;0;0;0,021;0;0,06;0,049;0;0;0;0;0;0;0;0;0;0;0;0,021;0,009;0,212;0;0;0;0,009;0;0;0,004;0;0;0;0,004;0;0;0,004;0;0;0;0,396;0,364;0;0,026;0;0;0,013;0,06;0;0;0;0;0,004;0,009;0,004;0;0,03;0;0;0;0,003
X20976.9925472946;0;0;0,009;0;0;0,018;0;0,036;0,093;0,004;0;0;0;0;0;0;0;0;0;0;0,013;0,004;0,315;0;0;0;0;0;0;0;0,004;0;0,004;0;0;0;0,013;0;0;0;0,337;0,413;0;0,107;0;0;0;0,055;0;0;0;0;0;0;0;0;0,036;0;0;0;0,006
X21078.0717421846;0;0;0,013;0,004;0;0,034;0;0,09;0,057;0;0;0;0;0;0;0;0;0;0,004;0;0,009;0,009;0,268;0;0;0;0,004;0;0;0;0;0;0;0;0;0;0;0;0;0;0,262;0,394;0;0,125;0;0;0;0,086;0;0;0;0;0;0;0,009;0;0,043;0;0;0;0,003
X21179.1509370745;0;0;0;0;0;0,008;0;0,03;0,067;0;0;0;0;0,008;0;0;0;0;0;0;0,008;0;0,216;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0,364;0,008;0,038;0;0;0;0,025;0;0,004;0;0;0;0;0;0;0,025;0;0;0,004;0,003
X21280.2301319645;0;0;0;0;0;0,008;0;0,039;0,016;0;0;0;0;0;0;0;0;0;0,004;0;0,004;0;0,136;0;0;0;0;0;0;0;0;0;0,008;0;0;0;0,004;0;0;0;0,425;0,461;0;0,02;0;0;0,004;0,034;0;0;0;0;0;0;0;0;0,012;0;0;0;0,003
X21482.3885217445;0;0;0,005;0,005;0;0,014;0;0,05;0,027;0;0;0;0,005;0;0,005;0;0;0;0;0;0;0;0,242;0;0;0;0;0;0;0;0;0;0;0,005;0;0;0,005;0;0;0;0,311;0,516;0;0,027;0,005;0;0,005;0,048;0,005;0;0;0,009;0;0;0,005;0;0,027;0;0;0;0
X21684.5469115246;0;0;0,004;0,012;0;0,021;0;0,112;0,016;0,004;0;0;0;0,004;0;0;0;0;0,008;0;0;0;0,207;0;0;0;0;0;0,004;0;0;0;0;0;0;0;0,012;0;0,004;0;0,343;0,393;0;0,05;0;0,004;0;0,028;0;0,004;0;0;0;0;0,008;0;0,012;0;0;0;0,016
X21886.7053013046;0;0;0,008;0,004;0;0,016;0;0,051;0,027;0,008;0;0;0;0,008;0;0;0;0;0,004;0;0,012;0,008;0,155;0;0;0;0,004;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3;0,462;0;0,062;0,004;0;0,004;0,076;0,008;0;0;0;0;0;0,004;0;0,031;0;0;0;0,006
X22088.8636910846;0;0;0,007;0;0;0,004;0;0,065;0,007;0;0;0,004;0;0,004;0;0;0;0;0;0;0;0;0,139;0;0;0;0;0;0;0,004;0;0;0;0;0;0;0,004;0;0;0;0,507;0,335;0;0,029;0;0;0,004;0,021;0;0,004;0;0;0;0;0,004;0;0,022;0,004;0;0;0,003
X22291.0220808646;0;0;0,007;0,007;0;0,011;0;0,068;0,024;0,018;0;0;0;0,004;0,004;0;0;0;0;0;0;0,004;0,091;0,004;0;0;0;0;0;0,004;0;0;0;0;0;0;0;0;0;0;0,394;0,435;0;0,014;0,004;0;0,004;0,018;0;0,004;0;0;0;0,004;0;0;0,011;0;0;0,004;0,003
X22493.1804706446;0;0;0;0;0;0,007;0;0,052;0,003;0,003;0;0;0;0;0;0;0;0;0;0;0;0;0,08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,565;0,317;0;0,042;0;0;0;0,014;0;0;0;0,007;0;0;0;0;0,003;0;0;0;0,003
X22695.3388604245;0,004;0;0,007;0,007;0;0,011;0;0,048;0,007;0,004;0;0;0;0;0;0;0;0;0;0;0,007;0,004;0,165;0;0;0;0,004;0;0;0;0,007;0;0,004;0;0;0;0;0;0;0;0,398;0,405;0;0,063;0;0;0;0,018;0,004;0;0;0,004;0;0;0;0;0,011;0;0;0;0,009
X22897.4972502045;0;0;0,004;0;0;0,017;0;0,14;0,013;0,004;0;0;0;0,004;0;0;0;0;0,004;0;0;0,004;0,184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,393;0,323;0;0,047;0;0;0;0,045;0;0,004;0;0,008;0;0;0,004;0;0,03;0;0;0;0,01
X23099.6556399845;0,005;0;0,007;0,003;0;0,007;0;0,062;0,014;0,007;0;0;0;0;0,003;0;0;0;0;0;0;0;0,204;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,483;0,315;0;0,076;0;0;0,003;0,04;0,003;0,003;0;0;0;0;0;0;0,017;0;0,003;0;0,003
X23301.8140297645;0;0;0;0;0;0,007;0;0,033;0,007;0;0;0;0;0,004;0;0;0;0;0,004;0;0,007;0,004;0,134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,488;0,427;0;0,011;0;0;0;0,011;0,004;0;0;0;0;0;0;0;0,011;0;0;0;0
X23503.9724195445.1;0,008;0;0,006;0,003;0;0,018;0;0,046;0;0,003;0;0;0;0,012;0;0;0;0;0,003;0;0,009;0;0,125;0;0;0;0,003;0;0,003;0;0;0;0;0;0;0;0;0;0;0;0,412;0,41;0,003;0,027;0;0;0;0,024;0;0;0;0,003;0;0,006;0,006;0;0,009;0;0;0,003;0,01
X23706.1308093245;0,009;0;0,004;0;0;0,035;0;0,074;0,025;0,013;0;0;0;0;0;0;0,004;0;0;0;0,009;0,004;0,292;0,009;0;0;0,004;0;0;0;0;0;0;0;0;0;0,004;0;0;0;0,206;0,377;0;0,148;0,004;0;0;0,025;0;0,004;0;0,013;0;0;0;0;0,087;0;0;0;0
X23908.2891991046;0;0;0,009;0;0;0,013;0;0,091;0,013;0,013;0;0;0;0;0;0;0;0;0;0;0,009;0,004;0,217;0;0;0;0;0;0;0;0;0;0,004;0;0;0;0;0;0;0;0,33;0,406;0,004;0,065;0;0;0;0,046;0;0;0;0,004;0;0;0;0;0,048;0;0;0;0
X24110.4475888846;0;0;0,02;0;0;0,012;0;0,051;0,012;0;0;0;0;0;0,008;0;0;0;0;0;0,004;0;0,145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,384;0,463;0;0,024;0;0;0;0,045;0,008;0;0;0;0;0;0;0;0,02;0;0;0;0,01
X24312.6059786645;0,005;0;0,013;0,003;0;0,017;0;0,054;0,007;0;0;0;0;0,003;0,003;0;0;0;0,003;0;0;0,013;0,131;0;0;0;0,003;0;0;0;0,003;0;0,007;0;0;0;0,007;0;0;0;0,514;0,29;0;0,034;0,003;0;0;0,023;0;0;0;0,003;0;0;0,003;0;0,003;0;0;0,007;0
X24514.7643684446;0;0;0;0;0;0,009;0;0,051;0,025;0;0;0;0;0;0;0;0;0;0;0;0,004;0;0,206;0;0,004;0;0;0;0;0,004;0;0;0;0;0;0;0;0;0;0;0,44;0,411;0;0,051;0;0;0;0,045;0;0;0;0;0;0;0;0;0,026;0;0;0;0,003
X24716.9227582246;0;0,004;0,007;0;0;0,004;0;0,064;0;0,004;0;0;0;0;0,004;0;0;0;0;0;0,011;0;0,073;0;0;0;0,029;0;0,004;0;0;0;0,004;0;0;0;0,043;0;0;0;0,425;0,346;0;0;0;0;0,029;0,004;0;0;0,004;0;0;0;0,004;0;0,007;0;0;0,004;0,003
X24919.0811480045;0,005;0;0,003;0;0;0,007;0;0,041;0,01;0;0;0;0;0,003;0,003;0;0;0;0,003;0;0;0;0,129;0;0;0;0;0;0;0;0;0;0;0;0;0;0,003;0;0;0;0,49;0,398;0;0,031;0;0;0,003;0,024;0;0;0;0;0;0;0;0;0,007;0;0;0;0
X25121.2395377845.1;0,017;0;0,003;0,003;0;0,003;0;0,068;0,007;0;0;0;0;0;0;0;0;0;0,003;0;0;0;0,093;0;0;0;0;0;0;0;0;0;0;0;0;0;0,014;0;0;0;0,575;0,281;0,003;0,007;0,003;0;0,007;0,003;0;0;0;0,003;0;0;0;0;0,007;0;0;0;0
X25323.3979275646.1;0;0;0,007;0;0;0,021;0;0,062;0,003;0;0;0;0,003;0,003;0;0;0;0;0;0;0,007;0;0,083;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,626;0,256;0;0,01;0;0;0;0,02;0;0;0;0;0;0;0;0;0,003;0;0;0;0
X25525.5563173446.1;0;0;0,007;0;0;0,003;0;0,035;0,01;0;0;0;0;0,007;0;0;0;0;0;0;0,017;0;0,068;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,719;0,187;0;0,003;0;0;0,014;0;0;0;0;0;0;0;0;0;0;0;0;0,003;0,006
X25727.7147071245.1;0;0;0;0,007;0;0,007;0;0,093;0,003;0;0;0;0;0,007;0;0;0;0;0;0;0,003;0;0,041;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,41;0,447;0,003;0,013;0;0;0;0,007;0;0;0;0,003;0;0;0;0;0,003;0;0;0;0,006
X25929.8730969046;0,004;0;0,011;0,004;0;0;0;0,037;0,015;0,007;0;0;0;0;0;0;0;0;0,007;0;0,022;0;0,112;0,004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,004;0;0,555;0,307;0,004;0,019;0;0;0,007;0,018;0;0;0;0,004;0;0;0;0;0;0;0;0;0,006
X26132.0314866846.1;0;0;0;0;0;0,003;0;0,111;0,003;0;0;0;0;0;0;0;0;0;0;0;0,01;0;0,068;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,452;0,389;0;0,021;0;0;0;0,037;0;0;0;0;0;0;0;0;0,007;0;0;0;0
X26334.1898764645.1;0;0;0,006;0;0;0;0;0,085;0,012;0;0;0;0;0,003;0;0;0;0;0;0;0,053;0,003;0,017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,196;0,619;0;0,006;0;0;0,023;0;0;0;0;0;0;0;0;0;0;0;0;0,006;0,003
X26536.3482662445;0;0;0,007;0;0;0,01;0;0,18;0;0;0;0;0;0;0;0;0;0;0;0;0,007;0;0,017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,088;0,698;0;0,007;0;0;0;0,052;0;0;0;0;0;0;0;0;0;0;0;0;0
X26738.5066560246.1;0;0;0,018;0,004;0;0,058;0;0,373;0,047;0,004;0;0;0;0;0;0;0;0;0;0;0,013;0;0,101;0;0,004;0;0;0;0;0,004;0;0;0,004;0,004;0;0;0,018;0;0;0;0,029;0,391;0;0,027;0;0;0;0,239;0;0;0;0,009;0;0,004;0,009;0;0,009;0;0;0;0,016
X26940.6650458046.1;0;0;0,004;0,004;0;0,085;0;0,288;0,047;0;0;0;0;0,009;0;0;0;0;0,004;0;0;0,004;0,082;0;0;0;0;0;0;0;0;0;0,009;0;0;0;0,004;0;0;0;0,22;0,263;0,009;0,054;0;0;0;0,299;0;0,009;0;0,013;0;0;0;0;0,013;0;0;0;0,003
X27142.8234355845.1;0,007;0;0,005;0,015;0;0,088;0;0,185;0,124;0;0;0;0;0,005;0;0;0;0;0,01;0;0,005;0,005;0,093;0;0;0;0;0;0;0;0;0;0,02;0;0;0;0;0;0;0;0,212;0,371;0;0,024;0;0;0;0,303;0;0;0;0,01;0;0;0,02;0;0,01;0;0;0;0,003
X27344.9818253645.1;0;0;0,015;0;0;0,162;0;0,197;0,048;0;0;0;0;0;0;0;0;0;0,01;0;0;0,01;0,12;0;0;0;0;0;0;0;0;0;0,015;0;0;0;0;0;0;0;0,175;0,294;0,005;0,015;0;0;0;0,283;0;0,015;0;0,02;0;0;0,01;0;0,046;0;0;0;0,007
X27446.0610202546.1;0,01;0;0,016;0,01;0;0,11;0;0,172;0,124;0,005;0;0;0;0,005;0;0;0;0;0,005;0;0,005;0;0,082;0;0;0;0;0;0;0;0;0;0,021;0;0;0;0;0;0;0;0,159;0,287;0,005;0,084;0,01;0;0;0,365;0;0,005;0;0,005;0;0;0,01;0;0,068;0;0;0,005;0,009
X27547.1402151446.1;0;0;0,005;0,005;0;0,148;0;0,176;0,009;0;0;0;0;0,005;0;0;0;0;0,005;0;0;0,005;0,122;0;0;0;0;0;0;0,005;0;0;0,019;0;0;0;0,009;0;0;0;0,171;0,347;0,005;0,023;0;0;0;0,2;0;0,005;0;0,014;0;0;0,023;0;0,028;0;0;0;0
X27648.2194100346.1;0,013;0;0,004;0;0;0,047;0;0,051;0,014;0;0;0;0;0,004;0;0;0;0;0,007;0;0,004;0,004;0,065;0;0,004;0;0;0;0;0;0;0;0,011;0;0;0;0;0;0;0;0,374;0,387;0,004;0,051;0,004;0;0;0,055;0;0,004;0;0,015;0;0;0,004;0;0,007;0;0;0;0,01
X27749.2986049245.1;0;0;0,011;0,004;0;0,07;0;0,103;0,011;0;0;0;0;0;0;0;0;0;0,004;0;0,011;0,004;0,078;0;0;0;0;0;0;0;0;0;0,004;0,004;0;0;0,004;0;0;0;0,275;0,435;0;0,048;0,004;0;0;0,018;0;0;0;0;0;0;0,004;0;0,011;0;0;0;0,003
X27951.4569947045.1;0;0;0,014;0;0;0,059;0;0,098;0,037;0,003;0;0;0;0,007;0;0;0;0;0,007;0,003;0,007;0,003;0,059;0;0;0;0,003;0;0;0;0;0;0,007;0;0;0;0,003;0;0;0;0,274;0,406;0;0,056;0;0;0,003;0,003;0;0,007;0,007;0,003;0;0,007;0;0;0,01;0,003;0;0;0,013
X28153.6153844846.1;0,01;0;0,014;0;0;0,066;0;0,073;0,02;0;0;0;0;0,003;0;0;0;0;0,007;0;0,007;0;0,056;0;0;0;0;0;0;0,003;0;0;0,017;0;0;0;0,003;0;0;0;0,364;0,341;0,003;0,059;0;0;0;0,003;0;0;0,003;0;0;0;0,01;0;0,01;0;0;0;0,003
X28355.7737742646;0;0;0,004;0;0;0,129;0;0,125;0,008;0;0;0;0;0,004;0,008;0;0;0;0,019;0;0;0;0,105;0;0;0;0;0;0;0;0;0;0,004;0,004;0;0;0,004;0;0;0;0,226;0,371;0,004;0,042;0;0;0;0,03;0;0;0;0,011;0;0;0,008;0;0,019;0;0;0;0,007
X28456.8529691546.1;0,028;0;0,004;0,004;0,004;0,108;0;0,067;0,029;0,004;0;0;0;0;0;0;0;0;0,011;0;0,011;0,004;0,11;0;0;0;0,004;0;0;0;0;0;0;0;0;0;0,004;0;0;0;0,2;0,396;0,011;0,09;0;0;0,011;0,004;0,004;0,004;0;0;0;0,004;0,007;0;0,022;0;0;0;0,01
X28557.9321640446.1;0;0;0,004;0,011;0;0,177;0;0,147;0,015;0,004;0;0;0;0;0,008;0;0;0;0,015;0;0,004;0;0,105;0;0;0;0;0;0;0,004;0;0;0,004;0;0;0;0,008;0;0;0;0,202;0,29;0,008;0,064;0;0;0,004;0,011;0;0,004;0;0,008;0;0;0,008;0;0,023;0;0;0;0,007
X28659.0113589345;0;0;0,011;0;0;0,109;0;0,091;0,058;0;0;0;0;0,007;0,004;0;0;0;0,007;0;0;0;0,115;0;0;0;0;0;0;0;0;0;0;0,004;0;0;0,007;0;0;0;0,194;0,379;0,007;0,116;0;0;0;0,014;0;0;0;0,025;0;0;0,004;0;0,022;0;0;0,004;0,006
X28760.0905538245;0,017;0;0,009;0;0,003;0,093;0;0,102;0,044;0;0;0;0;0;0,003;0;0;0;0,006;0;0,003;0;0,055;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,289;0,379;0,003;0,056;0;0;0,003;0,003;0;0,009;0,003;0,003;0;0,003;0,003;0;0,006;0;0;0;0,02
X28962.2489436046.1;0;0;0,006;0,01;0;0,083;0;0,079;0,003;0,003;0;0;0;0;0;0;0;0;0,006;0;0;0,006;0,022;0;0;0;0;0;0;0,003;0;0;0;0;0;0;0;0;0;0;0,386;0,338;0;0,048;0;0;0;0,003;0;0,003;0,003;0;0;0;0,003;0;0,013;0;0;0;0,003
X29164.4073333846.1;0,005;0;0,006;0;0;0,039;0;0,026;0;0;0;0;0;0,003;0;0;0;0;0;0;0,003;0;0,003;0;0;0;0;0;0;0,003;0;0;0;0;0;0;0;0;0;0;0,415;0,457;0;0,023;0;0;0,01;0,003;0;0;0,003;0,003;0;0;0;0;0,003;0;0;0;0
X29366.5657231645.1;0;0;0,009;0,003;0;0,012;0;0,102;0;0;0;0;0;0,006;0;0;0;0;0;0;0,025;0;0,015;0;0;0;0;0;0,009;0,006;0,003;0;0;0,003;0;0;0;0;0;0;0,388;0,391;0;0,012;0;0;0,016;0,003;0;0;0;0,006;0;0;0;0;0,006;0;0;0;0
X29568.7241129446.1;0,009;0;0,021;0,006;0;0,009;0;0,128;0,006;0,003;0;0;0,003;0,003;0;0;0;0;0;0;0,006;0,003;0,015;0;0;0;0;0;0,015;0,003;0;0;0,003;0,009;0;0;0,012;0;0;0;0,27;0,436;0;0,036;0;0;0,006;0;0,006;0;0,006;0;0;0;0;0;0,003;0;0;0;0,006
