"";"X.1";"X";"optima";"mean";"X0.5_inf";"X0.5_sup";"X0.95_inf";"X0.95_sup";"mean.1";"X0.5_inf.1";"X0.5_sup.1";"X0.95_inf.1";"X0.95_sup.1";"mean.2";"X0.5_inf.2";"X0.5_sup.2";"X0.95_inf.2";"X0.95_sup.2";"mean.3";"X0.5_inf.3";"X0.5_sup.3";"X0.95_inf.3";"X0.95_sup.3";"mean.4";"X0.5_inf.4";"X0.5_sup.4";"X0.95_inf.4";"X0.95_sup.4"
"1";1;0,018;6,876876877;6,928912422;3,873873874;10,03003003;-2,132132132;16,03603604;844,8972489;475,0750751;878,6786787;260,6606607;1584,984985;21,19551351;16,93693694;25,58558559;8,468468468;33,87387387;-4,742075842;-10,04004004;0,610610611;-20,5005005;10,88088088;10765,25131;6261,561562;14014,71471;-100;20310,01001
"2";2;0,054;7,027027027;7,042157124;4,324324324;9,72972973;-0,930930931;15,13513514;866,5133332;487,6876877;899,6996997;273,2732733;1622,822823;20,93403572;16,75675676;25,04504505;8,648648649;33,15315315;-4,307507298;-9,089089089;0,610610611;-18,5985986;10,12012012;11028,49466;6592,892893;14346,04605;98,7987988;20773,87387
"3";3;0,09;6,726726727;6,775932956;4,024024024;9,57957958;-1,531531532;15,13513514;863,6534242;479,2792793;895,4954955;264,8648649;1635,435435;20,8593119;16,75675676;24,86486486;8,828828829;32,97297297;-4,78261949;-9,84984985;0,42042042;-19,92992993;10,31031031;11176,03656;6592,892893;14544,84484;32,53253253;21105,20521
"4";4;0,126;7,177177177;7,12907316;4,474474474;9,87987988;-0,780780781;15,13513514;858,2219372;466,6666667;887,0870871;252,2522523;1635,435435;21,06590667;16,93693694;25,04504505;9,009009009;32,97297297;-4,326551675;-9,089089089;0,610610611;-18,5985986;10,12012012;11034,19659;6460,36036;14346,04605;-33,73373373;20840,14014
"5";5;0,162;7,477477477;7,419133229;4,924924925;10,03003003;-0,18018018;14,98498498;857,6742472;483,4834835;891,2912913;269,0690691;1606,006006;21,16610712;16,93693694;25,22522523;8,828828829;33,33333333;-3,778954096;-8,328328328;0,800800801;-17,26726727;9,73973974;10723,2101;6460,36036;13948,44845;165,0650651;20177,47748
"6";6;0,198;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7";7;0,234;6,876876877;6,842852812;3,873873874;9,72972973;-1,981981982;15,58558559;870,86291;491,8918919;908,1081081;273,2732733;1627,027027;20,95058059;16,75675676;25,22522523;8,288288288;33,51351351;-4,689169036;-10,04004004;0,610610611;-20,31031031;11,07107107;11032,9918;6526,626627;14346,04605;32,53253253;20773,87387
"8";8;0,27;6,876876877;6,910837008;4,024024024;9,87987988;-1,981981982;15,73573574;874,8734746;500,3003003;912,3123123;281,6816817;1627,027027;20,96039125;16,75675676;25,22522523;8,468468468;33,51351351;-4,565967989;-9,84984985;0,610610611;-19,92992993;10,88088088;11254,39613;6526,626627;14611,11111;-100;21237,73774
"9";9;0,306;7,327327327;7,315168244;4,774774775;9,87987988;-0,33033033;14,83483483;878,5902852;491,8918919;912,3123123;273,2732733;1652,252252;21,12343932;17,11711712;25,22522523;9,189189189;33,15315315;-3,962502712;-8,708708709;0,610610611;-17,83783784;9,73973974;11115,58707;6592,892893;14478,57858;32,53253253;20972,67267
"10";10;0,342;7,177177177;7,205492976;4,474474474;9,87987988;-0,780780781;15,28528529;865,6582642;466,6666667;891,2912913;252,2522523;1656,456456;21,11016807;16,93693694;25,22522523;8,828828829;33,51351351;-4,20609763;-9,089089089;0,800800801;-18,78878879;10,5005005;11043,42468;6526,626627;14346,04605;32,53253253;20840,14014
"11";11;0,378;7,327327327;7,265152428;4,474474474;10,03003003;-1,081081081;15,58558559;860,2800981;470,8708709;891,2912913;256,4564565;1635,435435;21,20202712;16,93693694;25,40540541;8,828828829;33,69369369;-4,165943739;-9,279279279;0,800800801;-18,97897898;10,69069069;10893,53521;6394,094094;14147,24725;32,53253253;20508,80881
"12";12;0,413;7,177177177;7,149641879;4,474474474;9,87987988;-0,930930931;15,28528529;874,7273529;491,8918919;908,1081081;273,2732733;1635,435435;21,0757012;16,75675676;25,22522523;8,468468468;33,51351351;-4,17416642;-9,279279279;0,800800801;-19,16916917;10,69069069;10929,29493;6460,36036;14213,51351;98,7987988;20641,34134
"13";13;0,449;6,876876877;6,948928455;4,024024024;9,87987988;-1,831831832;15,58558559;861,3185952;462,4624625;887,0870871;252,2522523;1652,252252;21,05784594;16,75675676;25,22522523;8,648648649;33,51351351;-4,697198529;-9,84984985;0,610610611;-20,12012012;10,88088088;11176,08617;6526,626627;14544,84484;-100;21105,20521
"14";14;0,485;7,027027027;7,007164823;4,024024024;9,87987988;-1,681681682;15,58558559;857,0839291;458,2582583;882,8828829;248,048048;1648,048048;21,09117535;16,93693694;25,40540541;8,648648649;33,69369369;-4,593598673;-9,84984985;0,610610611;-19,92992993;10,88088088;11052,11125;6394,094094;14346,04605;-100;20840,14014
"15";15;0,521;7,477477477;7,474695502;5,075075075;9,87987988;0,12012012;14,68468468;870,4323314;479,2792793;903,9039039;260,6606607;1652,252252;21,24852148;17,2972973;25,22522523;9,369369369;32,97297297;-3,708855001;-8,328328328;0,800800801;-17,07707708;9,73973974;10886,98303;6460,36036;14147,24725;98,7987988;20575,07508
"16";16;0,557;7,177177177;7,199999298;4,624624625;9,87987988;-0,630630631;15,13513514;877,553435;500,3003003;916,5165165;281,6816817;1635,435435;21,04053723;16,93693694;25,04504505;8,828828829;33,15315315;-4,129100327;-8,898898899;0,610610611;-18,21821822;10,12012012;11078,02254;6592,892893;14412,31231;98,7987988;20906,40641
"17";17;0,593;7,177177177;7,191006705;4,624624625;9,72972973;-0,48048048;14,83483483;883,0703446;496,0960961;916,5165165;277,4774775;1656,456456;20,97956281;16,93693694;24,86486486;9,009009009;32,79279279;-4,123049223;-8,708708709;0,610610611;-18,02802803;9,73973974;11263,08659;6659,159159;14611,11111;32,53253253;21237,73774
"18";18;0,629;7,327327327;7,368076548;4,774774775;10,03003003;-0,33033033;15,13513514;877,3056156;500,3003003;916,5165165;281,6816817;1631,231231;21,09167933;17,11711712;25,22522523;9,009009009;33,33333333;-3,833193669;-8,518518519;0,800800801;-17,64764765;9,92992993;10996,05396;6592,892893;14279,77978;98,7987988;20707,60761
"19";19;0,671;7,327327327;7,313550089;4,624624625;9,87987988;-0,48048048;15,13513514;876,0455223;496,0960961;912,3123123;277,4774775;1639,63964;21,05418948;16,93693694;25,04504505;9,009009009;33,15315315;-3,92661291;-8,518518519;0,800800801;-17,64764765;9,92992993;11043,5644;6592,892893;14346,04605;98,7987988;20840,14014
"20";20;0,736;7,327327327;7,290311273;4,624624625;9,87987988;-0,630630631;15,28528529;866,9302239;479,2792793;899,6996997;264,8648649;1639,63964;21,1241766;16,93693694;25,22522523;9,009009009;33,33333333;-4,018564696;-8,898898899;0,800800801;-18,40840841;10,31031031;10881,16612;6526,626627;14147,24725;98,7987988;20508,80881
"21";21;0,801;7,327327327;7,353251817;4,774774775;9,87987988;-0,18018018;14,83483483;873,9821181;487,6876877;908,1081081;269,0690691;1643,843844;21,09065666;17,11711712;25,22522523;9,189189189;33,15315315;-3,875096244;-8,518518519;0,610610611;-17,45745746;9,73973974;11056,76991;6592,892893;14412,31231;98,7987988;20840,14014
"22";22;0,837;7,027027027;6,959109512;4,024024024;9,87987988;-1,831831832;15,88588589;857,1121014;462,4624625;882,8828829;248,048048;1643,843844;21,085893;16,93693694;25,22522523;8,828828829;33,51351351;-4,671800771;-9,84984985;0,610610611;-20,12012012;10,69069069;11279,6563;6460,36036;14677,37738;-100;21370,27027
"23";23;0,866;7,027027027;7,074938632;4,324324324;9,72972973;-1,081081081;15,28528529;876,5531512;475,0750751;903,9039039;256,4564565;1673,273273;20,95911695;16,75675676;25,04504505;8,648648649;33,15315315;-4,356145291;-9,469469469;0,610610611;-19,16916917;10,5005005;11207,11489;6659,159159;14611,11111;98,7987988;21171,47147
"24";24;0,898;7,477477477;7,526875905;4,924924925;10,03003003;-0,18018018;15,28528529;874,8452058;487,6876877;908,1081081;269,0690691;1648,048048;21,36509903;17,47747748;25,40540541;9,54954955;33,33333333;-3,628619414;-8,138138138;0,990990991;-17,07707708;9,92992993;10828,39355;6526,626627;14080,98098;165,0650651;20442,54254
"25";25;0,967;7,027027027;6,978171916;4,024024024;10,03003003;-1,981981982;15,88588589;857,5256554;466,6666667;887,0870871;252,2522523;1639,63964;21,08682775;16,93693694;25,22522523;8,828828829;33,51351351;-4,603089867;-9,65965966;0,610610611;-19,92992993;10,69069069;11318,77489;6460,36036;14743,64364;-100;21502,8028
"26";26;1,028;7,177177177;7,221894057;4,474474474;10,03003003;-1,081081081;15,43543544;857,7796884;470,8708709;887,0870871;260,6606607;1627,027027;21,18956452;17,11711712;25,40540541;9,009009009;33,51351351;-4,212699382;-9,089089089;0,800800801;-18,78878879;10,31031031;10910,49059;6394,094094;14213,51351;-33,73373373;20575,07508
"27";27;1,097;7,327327327;7,360481542;4,774774775;10,03003003;-0,48048048;15,28528529;863,8565444;479,2792793;895,4954955;264,8648649;1631,231231;21,185034;17,11711712;25,22522523;9,189189189;33,33333333;-3,97631139;-8,708708709;0,610610611;-17,83783784;9,73973974;11004,83057;6460,36036;14279,77978;32,53253253;20773,87387
"28";28;1,161;7,477477477;7,551469461;4,924924925;10,03003003;-0,18018018;15,28528529;869,4831352;487,6876877;903,9039039;269,0690691;1631,231231;21,27981001;17,2972973;25,40540541;9,189189189;33,33333333;-3,636009306;-8,138138138;0,990990991;-17,26726727;9,92992993;10871,74656;6526,626627;14147,24725;165,0650651;20508,80881
"29";29;1,226;7,327327327;7,365460188;4,774774775;10,03003003;-0,48048048;15,28528529;859,3527191;475,0750751;891,2912913;260,6606607;1622,822823;21,22220515;17,11711712;25,22522523;9,189189189;33,33333333;-3,963314655;-8,708708709;0,610610611;-17,83783784;9,73973974;10977,85026;6460,36036;14279,77978;-33,73373373;20707,60761
"30";30;1,291;7,627627628;7,660074467;5,225225225;10,18018018;0,27027027;15,13513514;865,1950016;479,2792793;899,6996997;264,8648649;1639,63964;21,44801375;17,47747748;25,40540541;9,54954955;33,33333333;-3,546448751;-7,947947948;0,990990991;-16,6966967;9,73973974;10826,68135;6394,094094;14080,98098;98,7987988;20442,54254
"31";31;1,356;7,327327327;7,2924858;4,624624625;10,03003003;-0,780780781;15,28528529;860,7257985;475,0750751;891,2912913;260,6606607;1631,231231;21,18757836;17,11711712;25,22522523;9,189189189;33,33333333;-4,107209945;-8,898898899;0,610610611;-18,02802803;9,92992993;11095,32451;6460,36036;14412,31231;-33,73373373;20972,67267
"32";32;1,389;7,627627628;7,60779989;4,924924925;10,18018018;-0,18018018;15,43543544;867,1371393;470,8708709;895,4954955;256,4564565;1652,252252;21,44278792;17,47747748;25,58558559;9,54954955;33,51351351;-3,647399198;-8,138138138;0,990990991;-17,26726727;9,92992993;11008,26582;6394,094094;14346,04605;-100;20773,87387
"33";33;1,431;7,327327327;7,36619203;4,774774775;10,03003003;-0,48048048;15,28528529;873,5897497;483,4834835;908,1081081;264,8648649;1652,252252;21,15409842;17,11711712;25,22522523;9,189189189;32,97297297;-3,90858426;-8,518518519;0,800800801;-17,64764765;9,92992993;11199,44122;6526,626627;14544,84484;-33,73373373;21171,47147
"34";34;1,454;7,627627628;7,602824401;5,075075075;10,18018018;-0,03003003;15,13513514;868,1462037;479,2792793;899,6996997;264,8648649;1639,63964;21,35386371;17,47747748;25,40540541;9,54954955;33,33333333;-3,603778843;-8,138138138;0,800800801;-16,88688689;9,73973974;10937,80463;6460,36036;14213,51351;32,53253253;20641,34134
"35";35;1,464;6,876876877;6,853810307;4,024024024;9,72972973;-1,681681682;15,28528529;880,5926759;479,2792793;912,3123123;260,6606607;1681,681682;20,81224772;16,93693694;24,86486486;9,009009009;32,61261261;-4,616339319;-9,65965966;0,42042042;-19,54954955;10,5005005;11636,83392;6725,425425;15141,24124;-100;22032,93293
"36";36;1,486;7,177177177;7,181198327;4,474474474;9,87987988;-0,780780781;15,13513514;870,366046;470,8708709;899,6996997;256,4564565;1664,864865;21,09037633;17,11711712;25,04504505;9,369369369;32,97297297;-4,233334247;-8,898898899;0,610610611;-18,21821822;9,92992993;11341,15196;6526,626627;14743,64364;-100;21436,53654
"37";37;1,496;7,327327327;7,339883944;4,624624625;10,03003003;-0,630630631;15,28528529;879,058259;475,0750751;908,1081081;260,6606607;1681,681682;21,16681207;17,11711712;25,04504505;9,54954955;32,79279279;-3,976991187;-8,708708709;0,800800801;-18,02802803;10,12012012;11356,28033;6526,626627;14743,64364;-100;21502,8028
"38";38;1,519;7,327327327;7,358640125;4,624624625;10,03003003;-0,630630631;15,28528529;871,2174823;470,8708709;899,6996997;256,4564565;1669,069069;21,24732824;17,2972973;25,22522523;9,369369369;32,97297297;-3,983693677;-8,708708709;0,800800801;-18,02802803;10,12012012;11282,1073;6460,36036;14677,37738;-100;21370,27027
"39";39;1,529;7,177177177;7,157838133;4,324324324;9,87987988;-1,081081081;15,43543544;871,183991;470,8708709;899,6996997;256,4564565;1664,864865;21,07188617;17,11711712;25,04504505;9,189189189;32,79279279;-4,264417246;-9,279279279;0,610610611;-18,78878879;10,31031031;11328,29277;6526,626627;14743,64364;-100;21436,53654
"40";40;1,551;7,177177177;7,245964874;4,474474474;10,03003003;-1,081081081;15,43543544;870,3501314;470,8708709;899,6996997;256,4564565;1664,864865;21,15161459;17,11711712;25,04504505;9,189189189;32,97297297;-4,158836953;-9,089089089;0,610610611;-18,5985986;10,31031031;11347,44265;6526,626627;14743,64364;-100;21502,8028
"41";41;1,561;7,177177177;7,21859328;4,474474474;10,03003003;-0,930930931;15,43543544;868,2653515;475,0750751;899,6996997;260,6606607;1652,252252;21,11194929;17,11711712;25,22522523;9,009009009;33,15315315;-4,165507241;-9,089089089;0,610610611;-18,5985986;10,12012012;11263,10773;6526,626627;14677,37738;-100;21304,004
"42";42;1,584;7,027027027;7,076527908;4,174174174;10,03003003;-1,531531532;15,73573574;864,2565061;475,0750751;895,4954955;260,6606607;1639,63964;21,06065094;16,93693694;25,22522523;8,828828829;33,33333333;-4,375826323;-9,469469469;0,610610611;-19,35935936;10,5005005;11240,17811;6460,36036;14611,11111;-100;21237,73774
"43";43;1,594;7,177177177;7,241360411;4,474474474;10,03003003;-1,081081081;15,43543544;866,6723845;470,8708709;895,4954955;256,4564565;1652,252252;21,17189134;17,11711712;25,22522523;9,189189189;33,15315315;-4,17454894;-9,089089089;0,800800801;-18,78878879;10,31031031;11212,83346;6460,36036;14544,84484;-100;21237,73774
"44";44;1,631;7,027027027;7,045400918;4,174174174;10,03003003;-1,531531532;15,73573574;861,4753039;470,8708709;891,2912913;256,4564565;1643,843844;21,08748487;16,93693694;25,22522523;8,828828829;33,33333333;-4,450960348;-9,469469469;0,610610611;-19,54954955;10,5005005;11284,62666;6460,36036;14677,37738;-100;21370,27027
"45";45;1,649;6,876876877;6,873595448;3,723723724;9,87987988;-2,282282282;15,88588589;859,7116938;462,4624625;887,0870871;252,2522523;1648,048048;21,04394361;16,93693694;25,22522523;8,648648649;33,33333333;-4,771045077;-10,04004004;0,610610611;-20,5005005;10,88088088;11386,07322;6526,626627;14809,90991;-100;21635,33534
"46";46;1,693;7,177177177;7,13668185;4,324324324;9,87987988;-1,081081081;15,43543544;863,5463992;466,6666667;891,2912913;252,2522523;1648,048048;21,13505123;17,11711712;25,22522523;9,009009009;33,15315315;-4,361538316;-9,279279279;0,42042042;-18,78878879;10,12012012;11289,81695;6526,626627;14677,37738;-100;21370,27027
"47";47;1,711;7,177177177;7,103343146;4,324324324;9,87987988;-1,231231231;15,43543544;862,9561285;466,6666667;891,2912913;252,2522523;1648,048048;21,13813097;17,11711712;25,22522523;9,009009009;33,33333333;-4,398232725;-9,469469469;0,610610611;-19,16916917;10,5005005;11248,6324;6460,36036;14611,11111;-100;21370,27027
"48";48;1,755;7,477477477;7,434871829;4,924924925;10,03003003;-0,03003003;14,98498498;869,6033348;475,0750751;899,6996997;256,4564565;1656,456456;21,25395175;17,2972973;25,22522523;9,369369369;32,97297297;-3,824240047;-8,328328328;0,800800801;-17,26726727;9,73973974;11123,4172;6526,626627;14478,57858;-33,73373373;21038,93894
"49";49;1,773;7,327327327;7,288424113;4,624624625;9,87987988;-0,48048048;15,13513514;864,1175221;479,2792793;895,4954955;264,8648649;1635,435435;21,15406885;16,93693694;25,22522523;9,009009009;33,33333333;-4,003976813;-8,898898899;0,800800801;-18,21821822;10,31031031;10781,21111;6460,36036;14014,71471;98,7987988;20310,01001
"50";50;1,816;7,177177177;7,218800672;4,624624625;9,87987988;-0,630630631;15,13513514;867,658598;470,8708709;895,4954955;256,4564565;1656,456456;21,14826079;17,11711712;25,22522523;9,189189189;32,97297297;-4,181393876;-9,089089089;0,610610611;-18,40840841;10,12012012;11207,11336;6526,626627;14611,11111;-100;21171,47147
"51";51;1,835;7,327327327;7,293436468;4,624624625;10,03003003;-0,780780781;15,28528529;869,8792702;466,6666667;895,4954955;252,2522523;1669,069069;21,25062313;17,2972973;25,22522523;9,369369369;33,15315315;-4,142532958;-8,898898899;0,800800801;-18,40840841;10,31031031;11244,43234;6460,36036;14611,11111;-100;21304,004
"52";52;1,878;7,027027027;7,087744886;4,324324324;9,72972973;-1,081081081;15,13513514;858,1201101;458,2582583;882,8828829;248,048048;1648,048048;21,13333954;17,11711712;25,22522523;9,189189189;33,15315315;-4,456218251;-9,469469469;0,42042042;-18,97897898;10,12012012;11243,01971;6460,36036;14611,11111;-100;21304,004
"53";53;1,897;7,177177177;7,15555519;4,324324324;10,03003003;-1,381381381;15,73573574;847,1707253;458,2582583;874,4744745;248,048048;1627,027027;21,29197558;17,11711712;25,40540541;9,009009009;33,51351351;-4,441769053;-9,65965966;0,610610611;-19,73973974;10,69069069;10908,98124;6261,561562;14147,24725;-100;20707,60761
"54";54;1,94;7,027027027;7,094194716;4,324324324;9,72972973;-1,081081081;15,13513514;863,9112733;462,4624625;891,2912913;248,048048;1660,660661;21,1465473;17,11711712;25,04504505;9,189189189;32,97297297;-4,480077645;-9,469469469;0,42042042;-19,16916917;10,12012012;11314,14241;6460,36036;14677,37738;-100;21436,53654
"55";55;1,959;7,027027027;7,015758649;4,024024024;10,03003003;-1,981981982;15,88588589;855,6437995;458,2582583;882,8828829;248,048048;1648,048048;21,17008368;16,93693694;25,40540541;8,648648649;33,69369369;-4,564917989;-9,84984985;0,800800801;-20,31031031;11,07107107;11203,37538;6327,827828;14544,84484;-100;21370,27027
"56";56;2,002;7,177177177;7,160697066;4,474474474;9,87987988;-1,081081081;15,28528529;861,643777;462,4624625;887,0870871;252,2522523;1656,456456;21,1828237;17,11711712;25,22522523;9,189189189;33,15315315;-4,338333372;-9,279279279;0,610610611;-18,97897898;10,31031031;11220,5194;6460,36036;14611,11111;-100;21237,73774
"57";57;2,021;7,327327327;7,328198018;4,774774775;10,03003003;-0,48048048;15,13513514;866,1090117;470,8708709;895,4954955;256,4564565;1656,456456;21,22169134;17,2972973;25,22522523;9,369369369;33,15315315;-4,02509086;-8,708708709;0,800800801;-18,02802803;10,12012012;11110,35309;6460,36036;14478,57858;-100;20972,67267
"58";58;2,064;7,177177177;7,203767515;4,474474474;9,87987988;-0,930930931;15,28528529;862,9510662;470,8708709;891,2912913;256,4564565;1643,843844;21,14228863;17,11711712;25,22522523;9,009009009;33,15315315;-4,224934749;-9,089089089;0,610610611;-18,5985986;10,31031031;11147,29573;6460,36036;14478,57858;-100;21038,93894
"59";59;2,082;7,177177177;7,151981709;4,474474474;9,87987988;-1,081081081;15,28528529;863,5203112;466,6666667;891,2912913;252,2522523;1652,252252;21,12498419;17,11711712;25,22522523;9,009009009;33,15315315;-4,310974118;-9,279279279;0,610610611;-18,97897898;10,31031031;11212,65389;6460,36036;14544,84484;-100;21237,73774
"60";60;2,12;7,177177177;7,115597552;4,474474474;9,87987988;-0,930930931;15,13513514;865,6354868;470,8708709;895,4954955;256,4564565;1656,456456;21,11292427;17,11711712;25,22522523;9,189189189;33,15315315;-4,362723815;-9,279279279;0,610610611;-18,97897898;10,31031031;11179,18824;6526,626627;14544,84484;-100;21105,20521
"61";61;2,144;7,327327327;7,374611748;4,774774775;10,03003003;-0,630630631;15,28528529;862,1929;466,6666667;891,2912913;252,2522523;1648,048048;21,32268721;17,2972973;25,40540541;9,369369369;33,15315315;-4,01513014;-8,708708709;0,800800801;-18,21821822;10,12012012;11057,93401;6394,094094;14412,31231;-100;20906,40641
"62";62;2,181;7,027027027;6,977659583;4,174174174;9,72972973;-1,381381381;15,28528529;861,7767126;466,6666667;891,2912913;252,2522523;1648,048048;21,03182437;16,93693694;25,04504505;9,009009009;33,15315315;-4,571332875;-9,65965966;0,42042042;-19,54954955;10,5005005;11201,72818;6460,36036;14544,84484;-100;21171,47147
"63";63;2,206;7,177177177;7,2454895;4,474474474;9,87987988;-0,780780781;15,28528529;856,1949914;466,6666667;882,8828829;256,4564565;1631,231231;21,2147667;17,11711712;25,22522523;9,189189189;33,33333333;-4,19665782;-9,089089089;0,610610611;-18,5985986;10,31031031;10894,37814;6327,827828;14147,24725;-33,73373373;20575,07508
"64";64;2,249;7,327327327;7,291110885;4,624624625;9,87987988;-0,48048048;15,13513514;864,0763462;475,0750751;895,4954955;260,6606607;1643,843844;21,20091043;17,11711712;25,22522523;9,189189189;33,15315315;-4,060433786;-8,898898899;0,610610611;-18,21821822;10,12012012;10976,03994;6460,36036;14279,77978;-33,73373373;20707,60761
"65";65;2,268;7,327327327;7,263804455;4,624624625;9,87987988;-0,48048048;15,13513514;872,1208204;475,0750751;899,6996997;260,6606607;1664,864865;21,09508202;17,11711712;25,22522523;9,189189189;33,15315315;-4,063756653;-8,898898899;0,610610611;-18,21821822;9,92992993;11207,49816;6526,626627;14544,84484;-33,73373373;21171,47147
"66";66;2,311;7,027027027;7,083981602;4,324324324;9,87987988;-1,231231231;15,28528529;870,5166458;466,6666667;895,4954955;252,2522523;1673,273273;21,12244265;17,11711712;25,22522523;9,189189189;33,15315315;-4,442725823;-9,469469469;0,42042042;-19,16916917;10,12012012;11424,39492;6526,626627;14876,17618;-100;21701,6016
"67";67;2,33;7,177177177;7,155565492;4,624624625;9,72972973;-0,630630631;14,83483483;868,6009034;466,6666667;895,4954955;252,2522523;1669,069069;21,08095422;17,11711712;25,04504505;9,189189189;32,97297297;-4,280497181;-9,089089089;0,42042042;-18,40840841;9,92992993;11317,98834;6526,626627;14743,64364;-100;21436,53654
"68";68;2,373;7,177177177;7,154380756;4,474474474;9,72972973;-0,780780781;14,98498498;866,2053882;470,8708709;895,4954955;252,2522523;1656,456456;21,09580275;17,11711712;25,22522523;9,189189189;32,97297297;-4,289598378;-9,089089089;0,42042042;-18,40840841;9,92992993;11311,47159;6526,626627;14677,37738;-100;21436,53654
"69";69;2,392;7,177177177;7,206698337;4,624624625;9,72972973;-0,48048048;14,98498498;862,5748922;466,6666667;891,2912913;252,2522523;1652,252252;21,1450119;17,11711712;25,04504505;9,189189189;32,97297297;-4,198548073;-8,898898899;0,610610611;-18,21821822;9,92992993;11120,97005;6460,36036;14478,57858;-100;21038,93894
"70";70;2,429;7,027027027;7,032192298;4,174174174;9,87987988;-1,381381381;15,43543544;861,4052461;462,4624625;887,0870871;248,048048;1656,456456;21,1236366;17,11711712;25,22522523;9,009009009;33,15315315;-4,561936063;-9,65965966;0,610610611;-19,73973974;10,5005005;11275,18051;6460,36036;14677,37738;-100;21436,53654
"71";71;2,454;7,327327327;7,355944373;4,774774775;10,03003003;-0,48048048;15,13513514;877,7302845;475,0750751;903,9039039;260,6606607;1677,477477;21,20561209;17,2972973;25,22522523;9,369369369;32,97297297;-3,957196505;-8,708708709;0,610610611;-17,83783784;9,92992993;11314,55949;6526,626627;14677,37738;-100;21436,53654
"72";72;2,621;7,027027027;6,984385396;4,174174174;9,87987988;-1,531531532;15,43543544;863,0989234;466,6666667;891,2912913;256,4564565;1652,252252;21,03489414;16,93693694;25,22522523;8,828828829;33,33333333;-4,531847977;-9,65965966;0,610610611;-19,73973974;10,69069069;11229,41622;6460,36036;14611,11111;-100;21237,73774
"73";73;2,905;7,177177177;7,252016733;4,624624625;9,87987988;-0,630630631;14,98498498;878,5393475;475,0750751;908,1081081;256,4564565;1681,681682;21,11119334;17,11711712;25,04504505;9,369369369;32,97297297;-4,095437023;-8,898898899;0,610610611;-18,02802803;9,92992993;11409,59697;6592,892893;14809,90991;-100;21569,06907
"74";74;3,096;7,177177177;7,197620205;4,624624625;9,87987988;-0,630630631;15,13513514;862,3768496;462,4624625;891,2912913;248,048048;1660,660661;21,22228678;17,2972973;25,22522523;9,369369369;32,97297297;-4,303170903;-9,089089089;0,610610611;-18,5985986;10,12012012;11208,93997;6460,36036;14611,11111;-100;21237,73774
"75";75;3,287;7,477477477;7,513480852;5,075075075;10,03003003;0,12012012;14,98498498;879,5771441;487,6876877;912,3123123;269,0690691;1660,660661;21,25485791;17,2972973;25,22522523;9,369369369;32,97297297;-3,651708858;-8,138138138;0,990990991;-17,07707708;9,73973974;10954,2892;6526,626627;14213,51351;98,7987988;20641,34134
"76";76;3,669;7,327327327;7,295960279;4,624624625;9,87987988;-0,630630631;15,13513514;873,2665131;475,0750751;903,9039039;260,6606607;1664,864865;21,1948738;17,11711712;25,22522523;9,189189189;33,15315315;-4,017449589;-8,708708709;0,800800801;-18,21821822;10,12012012;11187,42595;6460,36036;14544,84484;-100;21171,47147
"77";77;3,764;7,177177177;7,240856942;4,474474474;9,87987988;-0,780780781;15,28528529;870,6306037;466,6666667;895,4954955;252,2522523;1673,273273;21,20485471;17,2972973;25,22522523;9,369369369;33,15315315;-4,1830816;-9,089089089;0,610610611;-18,5985986;10,12012012;11363,02182;6460,36036;14743,64364;-100;21569,06907
"78";78;3,962;7,177177177;7,149970642;4,474474474;9,87987988;-0,930930931;15,28528529;882,687507;479,2792793;912,3123123;260,6606607;1685,885886;21,07362248;16,93693694;25,04504505;9,009009009;32,97297297;-4,178341983;-9,089089089;0,610610611;-18,5985986;10,12012012;11573,09401;6592,892893;15074,97497;-100;22032,93293
"79";79;4,064;7,027027027;7,098995724;4,324324324;9,72972973;-0,930930931;14,98498498;887,8668253;483,4834835;916,5165165;260,6606607;1694,294294;20,98305416;16,93693694;25,04504505;9,009009009;32,97297297;-4,193207326;-9,089089089;0,610610611;-18,40840841;10,12012012;11664,0209;6659,159159;15141,24124;-100;22165,46547
"80";80;4,473;7,177177177;7,201931984;4,624624625;9,87987988;-0,630630631;15,13513514;880,3249932;475,0750751;908,1081081;256,4564565;1694,294294;21,12442949;17,11711712;25,04504505;9,369369369;32,97297297;-4,162360242;-8,898898899;0,610610611;-18,40840841;9,92992993;11572,59873;6592,892893;15074,97497;-100;22032,93293
"81";81;4,677;7,027027027;6,993819072;4,324324324;9,57957958;-0,780780781;14,83483483;878,7479249;466,6666667;903,9039039;252,2522523;1694,294294;20,99524718;17,11711712;25,04504505;9,369369369;32,79279279;-4,498537044;-9,279279279;0,42042042;-18,78878879;9,92992993;11645,23585;6659,159159;15141,24124;-100;22165,46547
"82";82;4,983;6,876876877;6,878831951;4,174174174;9,72972973;-1,231231231;15,13513514;885,6021002;479,2792793;912,3123123;260,6606607;1694,294294;20,86427933;16,75675676;24,86486486;8,828828829;32,97297297;-4,50595559;-9,469469469;0,610610611;-19,35935936;10,31031031;11749,12601;6659,159159;15273,77377;-100;22364,26426
