;Abies;Alnus;Apiaceae;Armeria.type;Artemisia;Asteraceae;Betula;Boraginaceae;Botrychium;Brassicaceae;Calluna.vulgaris;Campanulaceae;Carpinus;Caryophyllaceae..periporate.excl..Paronychioideae.;Cedrus;Centaurea;Chenopodiaceae.Amaranthaceae;Corylus;Cyperaceae;Dipsacaceae;Ephedra;Ericaceae;Fagaceae;Fagus;Filipendula;Hedera;Helianthemum;Hippophae.rhamnoides;Juniperus;Picea;Pinus;Plantago;Plantago.lanceolata.type;Poaceae;Polygonum;Quercus.robur.type;Quercus.ilex.type;Ranunculaceae;Rosaceae;Rubiaceae;Rumex;Salix;Saxifraga;Scrophulariaceae;Thalictrum;Ulmus;Urticaceae
Ortu_c30;0,017291066;0,023054755;0,011527378;0;0;0,002881844;0,13832853;0;0;0;0;0;0,023054755;0;0,002881844;0;0,002881844;0,028818444;0;0;0;0;0;0,080691643;0;0;0,002881844;0;0;0,328530259;0,146974063;0,014409222;0;0,106628242;0;0,034582133;0;0;0,002881844;0;0;0,008645533;0;0;0;0,002881844;0
Ortu_c31;0,017964072;0,017964072;0;0;0;0,008982036;0,122754491;0;0;0;0;0;0,017964072;0;0,002994012;0;0,002994012;0,02994012;0,002994012;0;0;0;0;0,113772455;0,011976048;0;0;0;0;0,101796407;0,167664671;0;0;0,158682635;0;0,035928144;0;0,02994012;0,017964072;0;0,023952096;0;0;0;0;0;0,056886228
Ortu_c32;0,009389671;0,014084507;0,002347418;0;0;0;0,352112676;0;0;0,002347418;0;0;0,030516432;0;0;0;0,011737089;0,039906103;0;0;0;0;0;0,039906103;0,002347418;0;0;0;0;0,021126761;0,049295775;0,002347418;0;0,105633803;0;0,030516432;0;0;0,002347418;0,002347418;0,190140845;0,002347418;0;0;0;0,002347418;0,002347418
Ortu_c33;0,017977528;0,017977528;0,006741573;0;0;0,004494382;0,269662921;0;0;0;0;0,002247191;0,092134831;0;0,004494382;0;0,002247191;0,049438202;0;0;0;0;0;0,040449438;0;0;0;0;0;0,033707865;0,105617978;0,002247191;0;0,116853933;0;0,024719101;0,002247191;0;0,002247191;0;0,168539326;0;0;0;0;0;0
Ortu_c34;0,007751938;0,025839793;0,002583979;0;0;0;0,129198966;0;0;0;0,005167959;0,002583979;0,054263566;0;0;0;0;0,062015504;0;0;0;0,002583979;0;0,067183463;0,005167959;0;0;0;0;0,054263566;0,136950904;0;0;0,250645995;0;0,080103359;0;0;0;0;0,041343669;0,010335917;0;0;0;0;0
Ortu_c35;0,042402827;0,010600707;0,007067138;0;0;0,007067138;0,045936396;0;0;0;0;0;0,042402827;0,010600707;0,003533569;0;0,003533569;0,024734982;0,014134276;0;0;0;0;0,024734982;0;0,007067138;0;0;0;0,155477032;0,268551237;0,028268551;0;0,176678445;0;0,049469965;0;0,010600707;0;0,007067138;0,010600707;0,003533569;0;0;0;0,003533569;0
Ortu_c36;0,013192612;0,029023747;0;0;0,002638522;0,079155672;0,065963061;0;0;0,002638522;0;0,005277045;0,100263852;0,005277045;0;0;0;0,034300792;0;0;0;0,002638522;0;0,050131926;0;0;0;0;0,002638522;0,015831135;0,147757256;0,002638522;0;0,2823219;0;0,07651715;0;0,002638522;0,005277045;0;0,015831135;0,023746702;0;0;0;0,002638522;0
Ortu_c37;0,013404826;0,016085791;0,010723861;0;0;0,00536193;0,045576408;0;0;0;0;0;0,101876676;0;0,00536193;0;0,002680965;0,029490617;0;0;0;0;0;0,029490617;0;0,002680965;0;0;0;0,050938338;0,26541555;0,013404826;0;0,28150134;0;0,021447721;0;0;0,002680965;0,075067024;0,008042895;0;0;0;0;0;0,002680965
Ortu_c38;0,005555556;0,038888889;0,005555556;0;0,005555556;0;0,105555556;0;0;0;0;0;0,133333333;0;0;0;0;0,094444444;0,005555556;0;0;0;0;0,066666667;0;0;0;0,005555556;0,005555556;0,016666667;0,066666667;0,005555556;0;0,188888889;0;0,077777778;0;0,038888889;0;0;0,005555556;0,016666667;0;0;0;0;0,005555556
Ortu_c39;0,024169184;0,009063444;0,045317221;0;0,009063444;0,01510574;0,039274924;0;0;0;0,003021148;0;0,145015106;0;0,003021148;0;0,003021148;0,03021148;0;0;0;0;0;0,051359517;0,003021148;0,006042296;0,003021148;0;0;0,036253776;0,217522659;0,012084592;0;0,126888218;0;0,063444109;0;0,012084592;0,036253776;0,003021148;0,003021148;0,009063444;0;0;0;0;0,024169184
Ortu_c40;0,003215434;0,045016077;0,003215434;0;0,01607717;0;0,099678457;0;0;0,003215434;0,003215434;0;0,077170418;0;0,003215434;0;0,003215434;0,054662379;0;0;0;0;0;0,01607717;0;0,003215434;0;0;0,003215434;0,025723473;0,112540193;0,028938907;0;0,106109325;0;0,192926045;0,006430868;0,022508039;0,022508039;0,01607717;0;0;0;0;0;0,009646302;0,003215434
Ortu_d1;0;0,043478261;0,004830918;0;0;0,024154589;0,009661836;0;0;0,009661836;0;0;0;0,014492754;0;0,014492754;0,014492754;0,009661836;0,014492754;0,033816425;0;0;0;0;0;0;0;0,019323671;0,009661836;0;0,531400966;0,014492754;0;0,033816425;0;0,169082126;0,014492754;0;0,004830918;0;0;0;0;0;0;0;0
Ortu_d2;0;0,014925373;0;0;0,005970149;0;0,002985075;0;0;0,035820896;0;0;0;0;0;0,011940299;0,005970149;0,002985075;0,002985075;0;0;0;0;0;0;0,008955224;0;0,005970149;0,008955224;0,005970149;0,725373134;0;0;0,041791045;0,002985075;0,059701493;0,011940299;0;0;0,029850746;0,002985075;0;0;0;0;0,002985075;0
Ortu_d3;0;0,016949153;0;0;0;0,002824859;0,002824859;0;0;0,014124294;0,002824859;0;0;0;0;0,005649718;0;0,008474576;0;0,005649718;0,002824859;0;0;0,002824859;0;0,025423729;0;0;0,028248588;0;0,751412429;0,002824859;0;0,025423729;0;0,064971751;0;0,002824859;0,002824859;0,011299435;0;0;0;0,002824859;0;0;0
Ortu_d4;0;0,010752688;0,003584229;0;0;0;0;0;0;0,003584229;0;0;0;0;0;0,003584229;0,007168459;0;0;0;0;0;0;0;0;0,003584229;0;0,014336918;0;0;0,197132616;0,003584229;0;0,010752688;0;0,720430108;0,003584229;0;0,003584229;0,003584229;0,007168459;0;0;0;0;0,003584229;0
Ortu_d5;0;0,016835017;0,003367003;0;0,003367003;0,006734007;0;0;0;0;0;0;0;0;0;0,003367003;0,01010101;0;0,02020202;0;0;0,01010101;0;0,006734007;0;0;0;0,003367003;0,003367003;0,006734007;0,505050505;0,003367003;0;0,070707071;0;0,306397306;0;0;0,013468013;0;0,006734007;0;0;0;0;0;0
Ortu_d6;0,003215434;0,006430868;0,038585209;0;0;0,019292605;0,003215434;0,019292605;0;0,003215434;0;0;0;0,006430868;0;0,064308682;0,003215434;0,003215434;0,003215434;0;0;0,003215434;0;0;0;0,003215434;0,003215434;0,006430868;0,006430868;0,009646302;0,485530547;0,067524116;0;0,099678457;0,009646302;0,093247588;0;0;0,035369775;0;0,003215434;0;0;0;0;0;0
Ortu_d7;0;0,007168459;0,003584229;0;0,003584229;0;0;0;0;0;0;0;0;0;0;0;0;0,010752688;0,025089606;0;0;0;0;0,003584229;0;0;0;0;0;0,007168459;0,397849462;0,014336918;0;0,032258065;0;0,487455197;0;0,003584229;0;0;0;0;0;0;0;0;0
Ortu_d8;0;0,003731343;0;0;0;0;0,007462687;0;0;0;0;0;0;0;0;0,003731343;0,003731343;0;0,003731343;0;0;0;0;0;0;0;0;0;0;0,018656716;0,940298507;0;0;0,01119403;0;0,003731343;0;0;0;0,003731343;0;0;0;0;0;0;0
Ortu_d9;0;0,027777778;0,009259259;0;0;0;0,012345679;0;0;0,00308642;0;0;0;0;0;0,00308642;0,00308642;0,015432099;0;0;0;0;0;0,00308642;0;0;0,00308642;0;0,00308642;0;0,793209877;0,024691358;0;0,040123457;0,00617284;0,021604938;0;0,009259259;0,00308642;0,012345679;0,00617284;0;0;0;0;0;0
Ortu_d10;0;0,018450185;0,029520295;0;0,003690037;0;0,025830258;0;0;0,003690037;0;0;0;0;0;0;0,007380074;0,025830258;0,003690037;0;0;0;0;0,003690037;0;0;0;0;0;0;0,756457565;0,022140221;0;0,044280443;0;0,033210332;0,003690037;0,003690037;0;0,003690037;0,007380074;0,003690037;0;0;0;0;0
Ortu_d11;0,003333333;0,01;0;0;0,003333333;0;0,023333333;0;0;0,003333333;0;0;0;0;0;0;0;0,016666667;0;0;0;0,003333333;0;0,093333333;0;0;0;0;0,02;0,003333333;0,673333333;0,02;0;0,063333333;0;0,056666667;0;0,006666667;0;0;0;0;0;0;0;0;0
Ortu_d12;0,003521127;0;0,049295775;0;0,003521127;0,003521127;0;0;0;0;0;0;0;0;0;0;0,003521127;0,017605634;0;0;0;0;0;0,003521127;0;0;0,003521127;0;0;0;0,602112676;0,11971831;0;0,095070423;0;0,017605634;0;0,003521127;0,003521127;0,063380282;0,007042254;0;0;0;0;0;0
Ortu_d13;0,006514658;0,009771987;0,039087948;0;0,003257329;0;0,009771987;0;0;0,003257329;0;0;0;0,006514658;0;0;0,003257329;0,013029316;0,003257329;0,003257329;0;0;0;0,003257329;0;0;0;0;0;0,003257329;0,794788274;0,016286645;0;0,045602606;0;0,009771987;0;0;0,006514658;0,006514658;0,006514658;0;0;0;0;0;0
Ortu_d14;0;0,006688963;0;0;0,003344482;0;0,678929766;0;0;0;0;0;0;0;0;0;0;0,006688963;0;0;0;0;0;0,003344482;0;0;0;0;0;0;0,20735786;0,013377926;0;0,013377926;0;0,023411371;0;0;0,016722408;0;0,006688963;0;0;0;0;0;0
Ortu_d15;0;0,010033445;0;0;0;0,006688963;0,053511706;0;0;0,003344482;0;0;0;0;0;0;0;0,013377926;0,003344482;0;0;0;0;0;0;0;0;0;0;0,003344482;0,672240803;0,130434783;0;0,073578595;0,003344482;0,003344482;0;0,006688963;0,006688963;0,003344482;0,003344482;0;0;0,003344482;0;0;0
Ortu_d16;0,00660066;0,00660066;0;0;0,00660066;0,00330033;0,01320132;0;0;0;0;0;0;0;0;0;0;0,00660066;0,00660066;0;0;0;0;0,01980198;0;0;0;0,00990099;0,01980198;0;0,831683168;0;0;0,02310231;0;0,02970297;0,00330033;0;0;0,00330033;0;0,00330033;0;0;0;0;0
Ortu_d17;0,003610108;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,039711191;0;0,007220217;0;0;0;0;0;0,003610108;0;0;0;0;0;0,007220217;0,902527076;0;0;0,018050542;0;0,003610108;0;0;0;0,007220217;0,003610108;0;0;0;0;0;0
Ortu_d18;0,003378378;0,013513514;0,006756757;0;0,040540541;0;0;0;0;0;0;0;0;0;0;0;0;0,013513514;0,023648649;0;0;0;0;0,006756757;0;0;0;0,003378378;0,013513514;0,02027027;0,702702703;0,003378378;0;0,057432432;0;0,081081081;0;0;0,003378378;0;0;0,003378378;0;0;0;0;0
Ortu_d19;0,006734007;0,013468013;0,006734007;0;0,003367003;0;0,006734007;0;0;0;0;0;0;0;0;0;0;0,01010101;0,003367003;0;0;0;0;0,01010101;0;0;0;0;0,003367003;0,006734007;0,882154882;0,006734007;0;0,023569024;0;0,013468013;0;0;0;0,003367003;0;0;0;0;0;0;0
Ortu_d20;0;0,006666667;0,006666667;0;0;0,003333333;0,006666667;0;0;0;0;0;0;0,006666667;0;0;0,003333333;0,003333333;0;0;0;0;0;0;0;0;0;0,003333333;0,003333333;0,003333333;0,77;0,06;0;0,066666667;0;0,03;0;0,023333333;0;0;0,003333333;0;0;0;0;0;0
Ortu_d21;0,006711409;0;0,003355705;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,003355705;0;0;0;0;0,010067114;0;0;0;0;0,003355705;0,006711409;0,865771812;0,003355705;0;0,020134228;0;0,016778523;0;0;0;0,05704698;0,003355705;0;0;0;0;0;0
Ortu_d22;0,185314685;0,020979021;0,003496503;0;0,003496503;0,003496503;0,006993007;0;0;0;0;0;0;0;0;0;0,01048951;0,003496503;0,003496503;0;0;0;0;0,01048951;0;0;0,01048951;0,006993007;0;0,321678322;0,325174825;0,01048951;0;0,031468531;0;0,01048951;0;0,006993007;0,017482517;0;0;0;0;0;0;0,003496503;0
Ortu_d23;0,252707581;0,007220217;0;0;0,003610108;0,018050542;0,003610108;0;0,010830325;0;0;0,003610108;0;0;0;0;0,007220217;0;0,003610108;0;0;0;0;0,003610108;0;0;0,003610108;0;0,003610108;0,216606498;0,411552347;0,003610108;0;0,025270758;0;0,014440433;0;0,003610108;0,003610108;0;0;0;0;0;0;0;0
Ortu_d24;0,279874214;0,022012579;0,01572327;0;0,006289308;0,012578616;0,003144654;0;0;0;0;0;0;0;0;0,003144654;0,009433962;0,012578616;0;0;0;0;0;0,009433962;0;0;0,006289308;0;0,003144654;0,056603774;0,477987421;0,009433962;0;0,009433962;0;0,037735849;0,003144654;0,01572327;0,003144654;0;0;0;0;0;0;0;0
Ortu_d25;0,064896755;0,008849558;0,07079646;0;0,005899705;0,005899705;0;0;0;0,002949853;0;0;0;0;0;0;0,008849558;0,005899705;0;0,002949853;0;0;0;0,005899705;0;0;0;0,002949853;0;0,017699115;0,595870206;0,07079646;0;0,02359882;0;0,029498525;0;0,005899705;0;0,03539823;0;0;0;0,029498525;0;0;0
Ortu_d26;0,135057471;0,017241379;0,034482759;0;0,005747126;0,005747126;0,011494253;0,005747126;0;0,005747126;0;0;0;0;0;0;0;0,022988506;0,002873563;0;0;0;0;0,034482759;0;0;0;0;0,005747126;0,011494253;0,551724138;0,011494253;0;0,060344828;0;0,020114943;0;0,002873563;0,005747126;0;0,00862069;0,005747126;0;0,002873563;0;0;0
Ortu_d27;0,118959108;0,011152416;0,007434944;0;0,003717472;0;0,003717472;0;0;0;0;0;0;0,003717472;0;0;0,003717472;0;0;0;0;0;0;0,014869888;0;0;0;0;0;0,167286245;0,568773234;0,011152416;0;0,022304833;0;0,05204461;0;0,011152416;0;0;0;0;0;0;0;0;0
Ortu_d28;0,137546468;0,003717472;0,011152416;0;0,003717472;0,007434944;0,007434944;0;0;0;0;0;0;0;0;0;0,003717472;0,003717472;0;0;0;0;0;0;0;0;0;0;0;0,189591078;0,423791822;0,092936803;0;0,05204461;0;0,018587361;0;0,037174721;0,003717472;0;0,003717472;0;0;0;0;0;0
Ortu_d29;0,03626943;0,003454231;0,001727116;0;0;0,001727116;0,003454231;0;0;0;0;0;0;0;0;0;0;0,001727116;0,001727116;0;0;0;0;0;0;0;0,001727116;0;0,005181347;0,043177893;0,85492228;0,008635579;0;0,015544041;0;0,017271157;0;0;0,001727116;0;0,001727116;0;0;0;0;0;0
Ortu_d30;0,059800664;0,016611296;0;0;0;0;0;0;0;0,006644518;0;0;0;0;0;0;0,009966777;0;0,009966777;0,003322259;0;0;0;0;0;0;0,013289037;0;0,003322259;0,089700997;0,727574751;0,019933555;0;0,023255814;0;0,006644518;0;0;0,003322259;0,003322259;0;0;0;0;0;0;0
Ortu_d31;0,005882353;0;0,070588235;0;0,005882353;0,029411765;0;0;0;0;0;0;0;0;0;0,011764706;0;0;0;0,005882353;0;0;0;0;0;0;0;0;0;0,041176471;0,552941176;0;0;0,205882353;0,017647059;0,011764706;0;0,005882353;0,005882353;0,011764706;0,011764706;0;0;0;0;0;0
Ortu_d32;0;0,023972603;0,010273973;0;0,003424658;0,006849315;0;0;0;0;0;0;0;0;0;0,003424658;0,003424658;0;0,003424658;0;0;0;0;0;0;0;0,030821918;0,003424658;0;0,003424658;0,619863014;0,119863014;0;0,116438356;0;0,017123288;0;0,006849315;0,006849315;0,017123288;0,003424658;0;0;0;0;0;0
Ortu_d33;0,034602076;0,020761246;0,003460208;0;0;0,006920415;0,010380623;0;0;0,003460208;0;0,003460208;0;0,003460208;0;0;0,003460208;0,006920415;0,003460208;0;0;0;0;0;0;0;0;0,003460208;0,003460208;0;0,802768166;0,003460208;0;0,024221453;0;0,038062284;0,003460208;0,003460208;0,003460208;0;0,010380623;0;0;0;0;0;0
Ortu_d34;0,010638298;0;0;0;0;0,003546099;0;0;0;0;0;0;0;0;0;0,003546099;0,003546099;0,003546099;0;0;0;0;0;0;0;0;0;0;0,014184397;0,003546099;0,907801418;0;0;0,021276596;0;0,007092199;0;0,017730496;0;0;0;0;0;0;0;0;0
Ortu_d35;0,010752688;0,003584229;0;0;0;0,003584229;0,007168459;0;0;0;0;0;0;0;0;0;0;0,003584229;0;0;0;0;0;0;0;0;0;0,017921147;0;0,017921147;0,906810036;0,007168459;0;0,007168459;0;0,014336918;0;0;0;0;0;0;0;0;0;0;0
Ortu_d36;0,007326007;0,007326007;0;0;0,003663004;0,003663004;0,003663004;0;0;0,003663004;0;0;0;0;0;0;0;0,007326007;0;0;0;0;0;0,003663004;0;0;0;0,007326007;0;0,007326007;0,538461538;0,003663004;0;0,018315018;0,003663004;0,344322344;0;0,014652015;0,010989011;0;0,003663004;0;0;0;0;0;0
Ortu_d37;0,003194888;0,015974441;0,003194888;0;0,006389776;0,015974441;0,009584665;0;0;0;0;0;0;0;0;0;0,006389776;0,015974441;0,009584665;0;0;0;0;0,009584665;0;0;0,015974441;0,003194888;0,003194888;0,003194888;0,702875399;0,019169329;0;0,028753994;0,006389776;0,063897764;0;0,006389776;0,012779553;0,006389776;0,012779553;0,003194888;0;0;0;0;0
Ortu_d38;0,014577259;0,008746356;0,014577259;0;0,002915452;0,011661808;0,008746356;0;0;0,008746356;0;0;0;0;0;0;0,002915452;0,005830904;0,008746356;0;0,002915452;0;0;0;0;0;0;0,002915452;0;0,005830904;0,711370262;0,002915452;0;0,020408163;0;0,017492711;0;0,008746356;0,014577259;0,008746356;0;0,005830904;0;0;0;0;0
Ortu_d39;0,009615385;0,003205128;0;0;0,08974359;0;0;0;0;0;0;0;0;0,012820513;0;0,003205128;0,032051282;0,006410256;0,003205128;0,003205128;0;0,003205128;0;0;0;0;0;0,009615385;0;0,006410256;0,647435897;0;0;0,128205128;0,022435897;0,012820513;0;0,003205128;0;0;0;0;0;0;0;0;0
Ortu_d40;0;0,003521127;0;0;0,007042254;0;0;0;0;0;0;0;0;0;0;0;0,007042254;0,01056338;0;0;0;0;0;0;0;0;0,003521127;0,01056338;0;0,01056338;0,711267606;0,01056338;0;0,021126761;0,003521127;0,190140845;0;0,003521127;0;0,003521127;0;0;0;0;0;0;0
Ortu_d41;0;0,009933775;0,016556291;0;0,016556291;0,006622517;0,016556291;0;0;0,01986755;0;0;0;0;0;0,003311258;0,006622517;0,003311258;0,01986755;0;0;0;0;0;0;0;0,003311258;0,01986755;0,069536424;0,003311258;0,61589404;0,006622517;0;0,086092715;0,003311258;0,043046358;0;0,003311258;0,003311258;0,009933775;0,006622517;0,006622517;0;0;0;0;0
Ortu_d42;0,01369863;0,003424658;0;0;0,006849315;0,006849315;0;0;0;0,003424658;0;0;0;0;0;0;0;0,003424658;0,006849315;0;0;0;0;0;0;0;0,006849315;0;0,017123288;0,010273973;0,866438356;0,003424658;0;0,02739726;0;0,01369863;0;0;0;0,003424658;0,006849315;0;0;0;0;0;0
Ortu_d43;0,003412969;0,013651877;0,013651877;0;0,020477816;0,003412969;0;0;0;0;0;0;0;0;0;0,006825939;0,013651877;0,006825939;0;0;0;0;0;0,003412969;0;0;0;0,003412969;0,010238908;0,006825939;0,187713311;0,061433447;0;0,590443686;0;0,027303754;0;0,006825939;0;0;0,013651877;0;0;0;0;0;0
Ortu_d44;0;0,003891051;0;0;0,007782101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,003891051;0;0;0;0;0;0;0,976653696;0;0;0,007782101;0;0;0;0;0;0;0;0;0;0;0;0;0
Ortu_d45;0,003508772;0,003508772;0;0;0,003508772;0,003508772;0;0;0;0;0;0;0;0;0;0;0;0,01754386;0;0;0;0;0;0;0;0;0;0;0;0,010526316;0,880701754;0,007017544;0;0,01754386;0;0,021052632;0;0,003508772;0,003508772;0;0;0,003508772;0;0,010526316;0;0,003508772;0
Ortu_d46;0,003484321;0;0,020905923;0;0,006968641;0;0;0;0;0;0;0;0;0;0;0;0,003484321;0;0;0,020905923;0;0;0;0;0;0;0;0,003484321;0,003484321;0,003484321;0,87804878;0,010452962;0;0,041811847;0;0;0;0;0;0;0;0;0;0,003484321;0;0;0
Ortu_d47;0,003424658;0,006849315;0,006849315;0;0,006849315;0,003424658;0,003424658;0;0;0,003424658;0;0;0;0;0;0,020547945;0;0,003424658;0;0;0,003424658;0;0;0,003424658;0;0;0,010273973;0;0;0;0,839041096;0,017123288;0;0,030821918;0;0,006849315;0;0;0,006849315;0,003424658;0,010273973;0,003424658;0;0;0;0;0
Ortu_d48;0,015444015;0,011583012;0;0;0,034749035;0,003861004;0,011583012;0;0;0;0;0;0;0;0;0,015444015;0,003861004;0,011583012;0;0;0;0;0;0,003861004;0;0;0;0,011583012;0;0,007722008;0,675675676;0;0;0,11969112;0;0,030888031;0;0;0;0,019305019;0;0,015444015;0;0;0;0;0
Ortu_d49;0;0,003623188;0;0;0;0;0,007246377;0;0;0;0;0;0;0;0;0;0;0,003623188;0,206521739;0;0;0;0;0;0;0;0,003623188;0;0,010869565;0,007246377;0,572463768;0,007246377;0;0,112318841;0,003623188;0,025362319;0;0,02173913;0,010869565;0,003623188;0;0;0;0;0;0;0
Ortu_d50;0,010600707;0;0,007067138;0;0,003533569;0;0,003533569;0;0;0;0;0;0;0,007067138;0;0;0,024734982;0,003533569;0,014134276;0;0;0;0;0,003533569;0;0;0;0;0;0;0,855123675;0,007067138;0;0,038869258;0;0,014134276;0;0,003533569;0;0;0;0;0;0;0;0;0
Ortu_d51;0;0;0;0;0,006849315;0;0;0;0;0;0;0;0;0;0;0;0,003424658;0;0;0;0;0;0;0;0;0;0;0;0,003424658;0,010273973;0,695205479;0;0;0,023972603;0;0,010273973;0;0,006849315;0;0;0,229452055;0;0;0;0;0;0
Ortu_d52;0,00974026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006493506;0,003246753;0,006493506;0;0;0;0;0,003246753;0;0;0;0;0;0,003246753;0,883116883;0,006493506;0;0,048701299;0;0,019480519;0;0;0;0,003246753;0,003246753;0;0;0;0;0,003246753;0
Ortu_d53;0,039426523;0,017921147;0,007168459;0;0,003584229;0;0,017921147;0;0;0;0;0;0;0,003584229;0;0;0;0;0;0;0;0,003584229;0;0,003584229;0;0;0,010752688;0;0,003584229;0,021505376;0,774193548;0,014336918;0;0,032258065;0;0,032258065;0;0,007168459;0;0;0,007168459;0;0;0;0;0;0
Ortu_d54;0,006688963;0;0,02006689;0;0,006688963;0,016722408;0,006688963;0;0;0,006688963;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006688963;0;0;0,010033445;0,652173913;0,023411371;0;0,16722408;0;0,016722408;0,003344482;0,010033445;0,023411371;0,023411371;0;0;0;0;0;0;0
Ortu_d55;0;0;0,018867925;0;0;0,013477089;0;0;0;0;0;0;0,005390836;0,013477089;0;0,002695418;0,005390836;0;0,121293801;0,002695418;0;0;0;0;0;0;0;0,013477089;0,002695418;0,010781671;0,41509434;0,070080863;0;0,177897574;0;0,026954178;0;0,018867925;0,005390836;0,013477089;0,013477089;0;0;0,008086253;0;0;0
Ortu_d56;0,005698006;0,014245014;0,014245014;0;0,022792023;0;0,014245014;0,002849003;0;0;0;0;0;0;0;0,002849003;0,002849003;0,005698006;0,01994302;0;0;0,002849003;0;0,008547009;0;0;0,002849003;0,002849003;0;0,002849003;0,575498575;0,008547009;0;0,076923077;0,002849003;0,054131054;0;0;0,008547009;0,005698006;0,014245014;0,002849003;0;0;0;0,002849003;0
Ortu_d57;0;0,01010101;0;0;0;0,03030303;0;0;0;0;0;0;0;0;0;0;0,01010101;0;0,151515152;0;0;0;0;0;0;0;0;0;0;0;0,767676768;0;0;0,02020202;0;0,01010101;0;0;0;0;0;0;0;0;0;0;0
Ortu_d58;0,007604563;0;0;0;0,007604563;0;0;0;0;0;0;0;0;0;0;0;0;0;0,064638783;0;0;0;0;0,003802281;0;0;0;0,003802281;0,003802281;0,003802281;0,866920152;0,011406844;0;0,019011407;0;0,007604563;0;0;0;0;0;0;0;0;0;0;0
Ortu_d59;0;0,047923323;0,009584665;0;0,006389776;0,006389776;0,015974441;0;0;0,019169329;0;0;0;0;0;0,006389776;0,019169329;0,038338658;0,006389776;0;0;0,015974441;0;0,031948882;0;0;0;0,006389776;0,006389776;0;0,162939297;0,031948882;0;0,099041534;0;0,428115016;0,003194888;0,015974441;0,006389776;0,006389776;0,006389776;0;0;0;0;0;0
Ortu_d60;0;0,015625;0;0;0;0,015625;0;0;0;0,015625;0;0;0,015625;0;0;0;0;0;0,03125;0;0;0;0;0,015625;0;0;0;0;0;0;0,78125;0,015625;0;0,015625;0;0,0625;0;0;0,015625;0;0;0;0;0;0;0;0
Ortu_d61;0;0,017182131;0;0;0;0;0,003436426;0;0;0;0;0;0;0;0;0;0,006872852;0,003436426;0;0;0;0;0;0;0;0;0;0,003436426;0,003436426;0,006872852;0,879725086;0,003436426;0;0,030927835;0;0,034364261;0;0;0;0;0,003436426;0,003436426;0;0;0;0;0
Ortu_d62;0,043103448;0,00862069;0;0;0,017241379;0;0,017241379;0;0;0;0;0;0;0;0;0;0;0,00862069;0;0;0;0;0;0,00862069;0;0;0;0;0;0;0,862068966;0;0;0;0;0,034482759;0;0;0;0;0;0;0;0;0;0;0
Ortu_d63;0;0,02166065;0;0;0;0,018050542;0,010830325;0;0;0;0;0;0,003610108;0,010830325;0;0;0,018050542;0,018050542;0,025270758;0;0,003610108;0;0;0,036101083;0;0;0;0;0;0;0,693140794;0;0;0,054151625;0;0,079422383;0;0,003610108;0,003610108;0;0;0;0;0;0;0;0
Ortu_d64;0;0,006734007;0;0;0,006734007;0;0,003367003;0;0;0,006734007;0;0;0;0;0;0;0,003367003;0,013468013;0,006734007;0;0;0;0;0,511784512;0;0;0;0,013468013;0;0;0,272727273;0,016835017;0;0,053872054;0;0,080808081;0;0;0;0;0;0;0;0;0;0;0
Ortu_d65;0;0,02739726;0;0;0,003424658;0;0,003424658;0;0;0,003424658;0;0;0;0;0;0;0;0,006849315;0,006849315;0;0,006849315;0;0;0;0;0;0;0,003424658;0,003424658;0;0,554794521;0,003424658;0;0,071917808;0,003424658;0,273972603;0;0,003424658;0,003424658;0;0,01369863;0;0;0;0;0;0
Ortu_d66;0,003436426;0,006872852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,010309278;0;0;0;0;0,003436426;0;0,010309278;0;0;0;0;0;0;0,652920962;0,006872852;0;0,024054983;0;0,278350515;0;0;0;0;0;0,003436426;0;0;0;0;0
Ortu_d67;0,010752688;0;0;0;0,003584229;0;0;0;0;0;0;0;0;0;0;0;0,003584229;0,014336918;0,003584229;0;0;0,003584229;0;0,010752688;0;0;0;0;0;0;0,867383513;0,007168459;0;0,032258065;0;0,028673835;0;0;0;0,007168459;0,003584229;0;0;0;0;0,003584229;0
Ortu_d68;0,003663004;0,003663004;0;0;0,007326007;0;0;0;0;0;0;0;0;0;0;0;0,003663004;0,007326007;0;0;0;0;0;0;0;0;0;0;0;0;0,846153846;0,054945055;0;0,036630037;0;0,029304029;0;0,007326007;0;0;0;0;0;0;0;0;0
Ortu_d69;0,012779553;0,012779553;0;0;0,003194888;0,006389776;0,003194888;0;0;0;0;0;0;0;0;0;0,006389776;0,015974441;0,006389776;0;0;0;0;0,009584665;0;0;0,003194888;0;0,009584665;0,003194888;0,801916933;0,009584665;0;0,041533546;0;0,044728435;0;0;0;0;0;0,003194888;0;0;0;0;0
Ortu_d70;0,003344482;0,013377926;0,016722408;0;0,003344482;0;0,016722408;0;0;0,003344482;0;0;0;0,003344482;0;0,003344482;0;0,010033445;0,006688963;0;0;0;0;0,117056856;0;0;0,036789298;0;0,006688963;0,010033445;0,468227425;0,026755853;0;0,147157191;0;0,070234114;0;0;0,006688963;0,023411371;0;0;0;0;0;0;0
