;CLDE;TAIG;PION;CLMX;COCO;TEDE;COMX;WAMX;XERO;TUND;COST;WAST;CODE;HODE;AQUA;ANTH
71500,89838;1,457295852;4,420123977;4,420123977;4,420123977;4,420123977;4,420123977;4,420123977;2,962828125;2,962828125;5,942667264;21,75954126;17,32240627;3,767673539;3,767673539;0;0
71687,86355;0;2,290660691;2,290660691;2,290660691;2,290660691;2,290660691;2,290660691;2,290660691;2,290660691;4,86188554;17,05904225;14,4878174;3,335009788;3,335009788;0;0
71874,82873;0;1,937864572;1,937864572;1,937864572;1,937864572;1,937864572;1,937864572;1,937864572;1,937864572;4,785839038;14,10052939;16,78927997;4,137451913;4,137451913;0;0
72041,58145;0;2,785117717;2,785117717;2,785117717;2,785117717;2,785117717;2,785117717;2,785117717;2,785117717;4,224763177;14,83951585;18,91681188;3,261323277;3,261323277;0;0
72208,33418;0;4,24931771;4,24931771;4,24931771;4,24931771;4,24931771;4,24931771;4,24931771;4,24931771;4,485371412;16,37980317;16,14374947;2,962828125;2,962828125;0;0
72395,29935;0;6,3466102;5,660407752;5,660407752;6,3466102;5,660407752;6,3466102;4,974205303;4,974205303;4,236342987;18,96295585;18,32841327;4,92152063;4,92152063;0;0
72567,10519;0;4,89997999;4,89997999;4,89997999;4,89997999;4,89997999;4,89997999;4,89997999;4,89997999;3,769069169;14,47021919;20,06330249;6,466654987;6,466654987;0;0
72708,59235;0;4,10450226;4,10450226;4,10450226;4,10450226;4,10450226;4,10450226;4,10450226;4,10450226;4,22697846;18,57550916;18,45303296;7,051858122;7,051858122;0;0
72920,82308;0;2,738612788;2,738612788;2,738612788;2,738612788;2,738612788;2,738612788;2,738612788;2,738612788;5,049752469;21,95822829;19,64708861;5,879328783;5,879328783;0;0
73087,57581;1,140965293;4,057985862;4,691153218;4,057985862;4,057985862;4,057985862;4,057985862;2,917020569;2,917020569;5,637710861;30,01372062;17,91072389;4,622114985;4,622114985;0;0
73274,54098;0;4,346004498;4,346004498;4,346004498;4,346004498;4,346004498;4,346004498;4,346004498;4,346004498;4,68497381;18,62426991;18,2853006;3,612466604;3,612466604;0;0
73441,2937;0;5,312570404;5,312570404;5,312570404;5,312570404;5,312570404;5,312570404;5,312570404;5,312570404;4,558135112;15,95108907;16,70552436;3,701282883;3,701282883;0;0
73608,04643;0;6,215338671;6,215338671;6,215338671;6,215338671;6,215338671;6,215338671;6,215338671;6,215338671;4,366373484;12,69277508;14,54174027;3,747721103;3,747721103;0;0
73779,85226;0;6,638163707;6,638163707;6,638163707;6,638163707;6,638163707;6,638163707;6,638163707;6,638163707;4,109903198;12,42364386;14,95190437;3,515234955;3,515234955;0;0
73951,6581;0;8,132083463;6,931355517;8,132083463;8,132083463;8,132083463;8,132083463;6,931355517;6,931355517;3,877367741;14,63649448;16,48975431;4,41256077;4,41256077;0;0
74103,25148;0,652629987;6,848506753;8,011198415;7,50113674;7,50113674;7,50113674;7,50113674;6,848506753;6,195876766;4,786948867;26,98281124;12,36934231;5,356701523;5,356701523;0;0
74275,05732;0;6,093800834;6,093800834;6,093800834;6,093800834;6,093800834;6,093800834;6,093800834;6,093800834;5,030551819;15,13870031;16,20194932;4,359101089;4,359101089;0;0
74411,49137;0;5,600726015;5,600726015;5,600726015;5,600726015;5,600726015;5,600726015;5,600726015;5,600726015;5,501747977;15,0852473;15,18422534;4,419950245;4,419950245;0;0
74583,2972;0;4,921290593;4,921290593;4,921290593;4,921290593;4,921290593;4,921290593;4,921290593;4,921290593;6,140215566;15,84238406;14,62345908;3,692934553;3,692934553;0;0
74734,89059;0;5,015909226;3,712911836;5,015909226;5,015909226;5,015909226;5,015909226;3,712911836;3,712911836;6,423257881;20,64694258;16,63359914;3,344669371;3,344669371;0;0
74926,90888;0,672592745;5,304695008;4,119468489;5,304695008;5,304695008;5,304695008;5,304695008;3,446875745;3,446875745;6,88126563;16,2709912;20,39045968;3,743190667;3,743190667;0;0
75063,34292;0,607918745;5,309907228;5,917825973;5,309907228;5,309907228;5,309907228;5,309907228;4,701988484;4,701988484;5,917876579;16,5432763;21,75050838;1,721081087;1,721081087;0;0
75235,14876;0;7,166020646;7,166020646;7,166020646;7,166020646;7,166020646;7,166020646;7,166020646;7,166020646;4,560295637;10,79729561;18,61594624;0,652629987;0,652629987;0;0
